"V1","V3","V4"
"GO:0030178","negative regulation of Wnt signaling pathway","GO:0050789","regulation of biological process"
"GO:0010800","positive regulation of peptidyl-threonine phosphorylation","GO:0050789","regulation of biological process"
"GO:2000406","positive regulation of T cell migration","GO:0050789","regulation of biological process"
"GO:0040014","regulation of multicellular organism growth","GO:0050789","regulation of biological process"
"GO:1900272","negative regulation of long-term synaptic potentiation","GO:0050789","regulation of biological process"
"GO:0042327","positive regulation of phosphorylation","GO:0050789","regulation of biological process"
"GO:0050730","regulation of peptidyl-tyrosine phosphorylation","GO:0050789","regulation of biological process"
"GO:0051247","positive regulation of protein metabolic process","GO:0050789","regulation of biological process"
"GO:1902004","positive regulation of amyloid-beta formation","GO:0050789","regulation of biological process"
"GO:1903980","positive regulation of microglial cell activation","GO:0050789","regulation of biological process"
"GO:0010942","positive regulation of cell death","GO:0050789","regulation of biological process"
"GO:1900223","positive regulation of amyloid-beta clearance","GO:0050789","regulation of biological process"
"GO:0045600","positive regulation of fat cell differentiation","GO:0050789","regulation of biological process"
"GO:0010832","negative regulation of myotube differentiation","GO:0050789","regulation of biological process"
"GO:0009968","negative regulation of signal transduction","GO:0050789","regulation of biological process"
"GO:0034116","positive regulation of heterotypic cell-cell adhesion","GO:0050789","regulation of biological process"
"GO:0045638","negative regulation of myeloid cell differentiation","GO:0050789","regulation of biological process"
"GO:0061003","positive regulation of dendritic spine morphogenesis","GO:0050789","regulation of biological process"
"GO:0048714","positive regulation of oligodendrocyte differentiation","GO:0050789","regulation of biological process"
"GO:2000637","positive regulation of gene silencing by miRNA","GO:0050789","regulation of biological process"
"GO:0008016","regulation of heart contraction","GO:0050789","regulation of biological process"
"GO:1903672","positive regulation of sprouting angiogenesis","GO:0050789","regulation of biological process"
"GO:0031641","regulation of myelination","GO:0050789","regulation of biological process"
"GO:0001759","organ induction","GO:0050789","regulation of biological process"
"GO:0032332","positive regulation of chondrocyte differentiation","GO:0050789","regulation of biological process"
"GO:0032330","regulation of chondrocyte differentiation","GO:0050789","regulation of biological process"
"GO:1901165","positive regulation of trophoblast cell migration","GO:0050789","regulation of biological process"
"GO:0050687","negative regulation of defense response to virus","GO:0050789","regulation of biological process"
"GO:1905064","negative regulation of vascular smooth muscle cell differentiation","GO:0050789","regulation of biological process"
"GO:0002028","regulation of sodium ion transport","GO:0050789","regulation of biological process"
"GO:0010701","positive regulation of norepinephrine secretion","GO:0050789","regulation of biological process"
"GO:0032308","positive regulation of prostaglandin secretion","GO:0050789","regulation of biological process"
"GO:0070474","positive regulation of uterine smooth muscle contraction","GO:0050789","regulation of biological process"
"GO:0035815","positive regulation of renal sodium excretion","GO:0050789","regulation of biological process"
"GO:0060406","positive regulation of penile erection","GO:0050789","regulation of biological process"
"GO:0014049","positive regulation of glutamate secretion","GO:0050789","regulation of biological process"
"GO:0032849","positive regulation of cellular pH reduction","GO:0050789","regulation of biological process"
"GO:0031394","positive regulation of prostaglandin biosynthetic process","GO:0050789","regulation of biological process"
"GO:0010975","regulation of neuron projection development","GO:0050789","regulation of biological process"
"GO:0032729","positive regulation of interferon-gamma production","GO:0050789","regulation of biological process"
"GO:0002860","positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target","GO:0050789","regulation of biological process"
"GO:0045954","positive regulation of natural killer cell mediated cytotoxicity","GO:0050789","regulation of biological process"
"GO:0090026","positive regulation of monocyte chemotaxis","GO:0050789","regulation of biological process"
"GO:0035307","positive regulation of protein dephosphorylation","GO:0050789","regulation of biological process"
"GO:0035308","negative regulation of protein dephosphorylation","GO:0050789","regulation of biological process"
"GO:1904754","positive regulation of vascular associated smooth muscle cell migration","GO:0050789","regulation of biological process"
"GO:0051443","positive regulation of ubiquitin-protein transferase activity","GO:0050789","regulation of biological process"
"GO:0061001","regulation of dendritic spine morphogenesis","GO:0050789","regulation of biological process"
"GO:0070372","regulation of ERK1 and ERK2 cascade","GO:0050789","regulation of biological process"
"GO:1903721","positive regulation of I-kappaB phosphorylation","GO:0050789","regulation of biological process"
"GO:0042326","negative regulation of phosphorylation","GO:0050789","regulation of biological process"
"GO:0061045","negative regulation of wound healing","GO:0050789","regulation of biological process"
"GO:0048643","positive regulation of skeletal muscle tissue development","GO:0050789","regulation of biological process"
"GO:0043407","negative regulation of MAP kinase activity","GO:0050789","regulation of biological process"
"GO:0046325","negative regulation of glucose import","GO:0050789","regulation of biological process"
"GO:0071901","negative regulation of protein serine/threonine kinase activity","GO:0050789","regulation of biological process"
"GO:0010766","negative regulation of sodium ion transport","GO:0050789","regulation of biological process"
"GO:0090188","negative regulation of pancreatic juice secretion","GO:0050789","regulation of biological process"
"GO:0002793","positive regulation of peptide secretion","GO:0050789","regulation of biological process"
"GO:0050767","regulation of neurogenesis","GO:0050789","regulation of biological process"
"GO:0045607","regulation of inner ear auditory receptor cell differentiation","GO:0050789","regulation of biological process"
"GO:0048715","negative regulation of oligodendrocyte differentiation","GO:0050789","regulation of biological process"
"GO:2000737","negative regulation of stem cell differentiation","GO:0050789","regulation of biological process"
"GO:0048712","negative regulation of astrocyte differentiation","GO:0050789","regulation of biological process"
"GO:0032689","negative regulation of interferon-gamma production","GO:0050789","regulation of biological process"
"GO:0032827","negative regulation of natural killer cell differentiation involved in immune response","GO:0050789","regulation of biological process"
"GO:0010569","regulation of double-strand break repair via homologous recombination","GO:0050789","regulation of biological process"
"GO:0007175","negative regulation of epidermal growth factor-activated receptor activity","GO:0050789","regulation of biological process"
"GO:1900025","negative regulation of substrate adhesion-dependent cell spreading","GO:0050789","regulation of biological process"
"GO:2000146","negative regulation of cell motility","GO:0050789","regulation of biological process"
"GO:2001214","positive regulation of vasculogenesis","GO:0050789","regulation of biological process"
"GO:0002675","positive regulation of acute inflammatory response","GO:0050789","regulation of biological process"
"GO:0014050","negative regulation of glutamate secretion","GO:0050789","regulation of biological process"
"GO:0045741","positive regulation of epidermal growth factor-activated receptor activity","GO:0050789","regulation of biological process"
"GO:0046888","negative regulation of hormone secretion","GO:0050789","regulation of biological process"
"GO:0050768","negative regulation of neurogenesis","GO:0050789","regulation of biological process"
"GO:0007257","activation of JUN kinase activity","GO:0050789","regulation of biological process"
"GO:0043536","positive regulation of blood vessel endothelial cell migration","GO:0050789","regulation of biological process"
"GO:1900017","positive regulation of cytokine production involved in inflammatory response","GO:0050789","regulation of biological process"
"GO:0032747","positive regulation of interleukin-23 production","GO:0050789","regulation of biological process"
"GO:2000664","positive regulation of interleukin-5 secretion","GO:0050789","regulation of biological process"
"GO:2000667","positive regulation of interleukin-13 secretion","GO:0050789","regulation of biological process"
"GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","GO:0050789","regulation of biological process"
"GO:1903298","negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway","GO:0050789","regulation of biological process"
"GO:0032461","positive regulation of protein oligomerization","GO:0050789","regulation of biological process"
"GO:0032464","positive regulation of protein homooligomerization","GO:0050789","regulation of biological process"
"GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","GO:0050789","regulation of biological process"
"GO:0042753","positive regulation of circadian rhythm","GO:0050789","regulation of biological process"
"GO:0061041","regulation of wound healing","GO:0050789","regulation of biological process"
"GO:0045652","regulation of megakaryocyte differentiation","GO:0050789","regulation of biological process"
"GO:0043405","regulation of MAP kinase activity","GO:0050789","regulation of biological process"
"GO:0045650","negative regulation of macrophage differentiation","GO:0050789","regulation of biological process"
"GO:2001199","negative regulation of dendritic cell differentiation","GO:0050789","regulation of biological process"
"GO:0032886","regulation of microtubule-based process","GO:0050789","regulation of biological process"
"GO:0032331","negative regulation of chondrocyte differentiation","GO:0050789","regulation of biological process"
"GO:0050689","negative regulation of defense response to virus by host","GO:0050789","regulation of biological process"
"GO:0045070","positive regulation of viral genome replication","GO:0050789","regulation of biological process"
"GO:0051149","positive regulation of muscle cell differentiation","GO:0050789","regulation of biological process"
"GO:0010459","negative regulation of heart rate","GO:0050789","regulation of biological process"
"GO:0032099","negative regulation of appetite","GO:0050789","regulation of biological process"
"GO:0050775","positive regulation of dendrite morphogenesis","GO:0050789","regulation of biological process"
"GO:1904781","positive regulation of protein localization to centrosome","GO:0050789","regulation of biological process"
"GO:1904058","positive regulation of sensory perception of pain","GO:0050789","regulation of biological process"
"GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus","GO:0050789","regulation of biological process"
"GO:0045765","regulation of angiogenesis","GO:0050789","regulation of biological process"
"GO:0045579","positive regulation of B cell differentiation","GO:0050789","regulation of biological process"
"GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","GO:0050789","regulation of biological process"
"GO:0032700","negative regulation of interleukin-17 production","GO:0050789","regulation of biological process"
"GO:0035509","negative regulation of myosin-light-chain-phosphatase activity","GO:0050789","regulation of biological process"
"GO:0045588","positive regulation of gamma-delta T cell differentiation","GO:0050789","regulation of biological process"
"GO:0045621","positive regulation of lymphocyte differentiation","GO:0050789","regulation of biological process"
"GO:0042053","regulation of dopamine metabolic process","GO:0050789","regulation of biological process"
"GO:0032515","negative regulation of phosphoprotein phosphatase activity","GO:0050789","regulation of biological process"
"GO:0032754","positive regulation of interleukin-5 production","GO:0050789","regulation of biological process"
"GO:0010830","regulation of myotube differentiation","GO:0050789","regulation of biological process"
"GO:0010595","positive regulation of endothelial cell migration","GO:0050789","regulation of biological process"
"GO:0035470","positive regulation of vascular wound healing","GO:0050789","regulation of biological process"
"GO:0010820","positive regulation of T cell chemotaxis","GO:0050789","regulation of biological process"
"GO:0039536","negative regulation of RIG-I signaling pathway","GO:0050789","regulation of biological process"
"GO:0032480","negative regulation of type I interferon production","GO:0050789","regulation of biological process"
"GO:0033632","regulation of cell-cell adhesion mediated by integrin","GO:0050789","regulation of biological process"
"GO:0046324","regulation of glucose import","GO:0050789","regulation of biological process"
"GO:0048147","negative regulation of fibroblast proliferation","GO:0050789","regulation of biological process"
"GO:0031333","negative regulation of protein complex assembly","GO:0050789","regulation of biological process"
"GO:1902187","negative regulation of viral release from host cell","GO:0050789","regulation of biological process"
"GO:0032897","negative regulation of viral transcription","GO:0050789","regulation of biological process"
"GO:0046597","negative regulation of viral entry into host cell","GO:0050789","regulation of biological process"
"GO:0032735","positive regulation of interleukin-12 production","GO:0050789","regulation of biological process"
"GO:1905342","positive regulation of protein localization to kinetochore","GO:0050789","regulation of biological process"
"GO:0000185","activation of MAPKKK activity","GO:0050789","regulation of biological process"
"GO:1902430","negative regulation of amyloid-beta formation","GO:0050789","regulation of biological process"
"GO:0045664","regulation of neuron differentiation","GO:0050789","regulation of biological process"
"GO:0048711","positive regulation of astrocyte differentiation","GO:0050789","regulation of biological process"
"GO:0086091","regulation of heart rate by cardiac conduction","GO:0050789","regulation of biological process"
"GO:1901380","negative regulation of potassium ion transmembrane transport","GO:0050789","regulation of biological process"
"GO:0039534","negative regulation of MDA-5 signaling pathway","GO:0050789","regulation of biological process"
"GO:0045088","regulation of innate immune response","GO:0050789","regulation of biological process"
"GO:0050766","positive regulation of phagocytosis","GO:0050789","regulation of biological process"
"GO:0048525","negative regulation of viral process","GO:0050789","regulation of biological process"
"GO:1900016","negative regulation of cytokine production involved in inflammatory response","GO:0050789","regulation of biological process"
"GO:0014059","regulation of dopamine secretion","GO:0050789","regulation of biological process"
"GO:0045955","negative regulation of calcium ion-dependent exocytosis","GO:0050789","regulation of biological process"
"GO:0017158","regulation of calcium ion-dependent exocytosis","GO:0050789","regulation of biological process"
"GO:1903861","positive regulation of dendrite extension","GO:0050789","regulation of biological process"
"GO:2000301","negative regulation of synaptic vesicle exocytosis","GO:0050789","regulation of biological process"
"GO:0030516","regulation of axon extension","GO:0050789","regulation of biological process"
"GO:0010989","negative regulation of low-density lipoprotein particle clearance","GO:0050789","regulation of biological process"
"GO:2000628","regulation of miRNA metabolic process","GO:0050789","regulation of biological process"
"GO:0032376","positive regulation of cholesterol transport","GO:0050789","regulation of biological process"
"GO:0043508","negative regulation of JUN kinase activity","GO:0050789","regulation of biological process"
"GO:0031642","negative regulation of myelination","GO:0050789","regulation of biological process"
"GO:0002155","regulation of thyroid hormone mediated signaling pathway","GO:0050789","regulation of biological process"
"GO:0010455","positive regulation of cell fate commitment","GO:0050789","regulation of biological process"
"GO:0030502","negative regulation of bone mineralization","GO:0050789","regulation of biological process"
"GO:0045822","negative regulation of heart contraction","GO:0050789","regulation of biological process"
"GO:1903779","regulation of cardiac conduction","GO:0050789","regulation of biological process"
"GO:0045599","negative regulation of fat cell differentiation","GO:0050789","regulation of biological process"
"GO:0060355","positive regulation of cell adhesion molecule production","GO:0050789","regulation of biological process"
"GO:0030155","regulation of cell adhesion","GO:0050789","regulation of biological process"
"GO:0045597","positive regulation of cell differentiation","GO:0050789","regulation of biological process"
"GO:0043537","negative regulation of blood vessel endothelial cell migration","GO:0050789","regulation of biological process"
"GO:0010801","negative regulation of peptidyl-threonine phosphorylation","GO:0050789","regulation of biological process"
"GO:0031952","regulation of protein autophosphorylation","GO:0050789","regulation of biological process"
"GO:0050770","regulation of axonogenesis","GO:0050789","regulation of biological process"
"GO:0048814","regulation of dendrite morphogenesis","GO:0050789","regulation of biological process"
"GO:0010763","positive regulation of fibroblast migration","GO:0050789","regulation of biological process"
"GO:0010881","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","GO:0050789","regulation of biological process"
"GO:0051924","regulation of calcium ion transport","GO:0050789","regulation of biological process"
"GO:0098735","positive regulation of the force of heart contraction","GO:0050789","regulation of biological process"
"GO:0045663","positive regulation of myoblast differentiation","GO:0050789","regulation of biological process"
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","GO:0050789","regulation of biological process"
"GO:0007406","negative regulation of neuroblast proliferation","GO:0050789","regulation of biological process"
"GO:0045627","positive regulation of T-helper 1 cell differentiation","GO:0050789","regulation of biological process"
"GO:0045629","negative regulation of T-helper 2 cell differentiation","GO:0050789","regulation of biological process"
"GO:0071638","negative regulation of monocyte chemotactic protein-1 production","GO:0050789","regulation of biological process"
"GO:0050796","regulation of insulin secretion","GO:0050789","regulation of biological process"
"GO:0090370","negative regulation of cholesterol efflux","GO:0050789","regulation of biological process"
"GO:0097006","regulation of plasma lipoprotein particle levels","GO:0050789","regulation of biological process"
"GO:0007256","activation of JNKK activity","GO:0050789","regulation of biological process"
"GO:0043507","positive regulation of JUN kinase activity","GO:0050789","regulation of biological process"
"GO:0031065","positive regulation of histone deacetylation","GO:0050789","regulation of biological process"
"GO:1903243","negative regulation of cardiac muscle hypertrophy in response to stress","GO:0050789","regulation of biological process"
"GO:0050710","negative regulation of cytokine secretion","GO:0050789","regulation of biological process"
"GO:0050995","negative regulation of lipid catabolic process","GO:0050789","regulation of biological process"
"GO:0050869","negative regulation of B cell activation","GO:0050789","regulation of biological process"
"GO:1903671","negative regulation of sprouting angiogenesis","GO:0050789","regulation of biological process"
"GO:1905652","negative regulation of artery morphogenesis","GO:0050789","regulation of biological process"
"GO:2000773","negative regulation of cellular senescence","GO:0050789","regulation of biological process"
"GO:0055118","negative regulation of cardiac muscle contraction","GO:0050789","regulation of biological process"
"GO:0045071","negative regulation of viral genome replication","GO:0050789","regulation of biological process"
"GO:0045603","positive regulation of endothelial cell differentiation","GO:0050789","regulation of biological process"
"GO:0051151","negative regulation of smooth muscle cell differentiation","GO:0050789","regulation of biological process"
"GO:1902188","positive regulation of viral release from host cell","GO:0050789","regulation of biological process"
"GO:0010759","positive regulation of macrophage chemotaxis","GO:0050789","regulation of biological process"
"GO:0001954","positive regulation of cell-matrix adhesion","GO:0050789","regulation of biological process"
"GO:0050930","induction of positive chemotaxis","GO:0050789","regulation of biological process"
"GO:0010560","positive regulation of glycoprotein biosynthetic process","GO:0050789","regulation of biological process"
"GO:2000147","positive regulation of cell motility","GO:0050789","regulation of biological process"
"GO:1900181","negative regulation of protein localization to nucleus","GO:0050789","regulation of biological process"
"GO:0032000","positive regulation of fatty acid beta-oxidation","GO:0050789","regulation of biological process"
"GO:0046320","regulation of fatty acid oxidation","GO:0050789","regulation of biological process"
"GO:0043456","regulation of pentose-phosphate shunt","GO:0050789","regulation of biological process"
"GO:0006110","regulation of glycolytic process","GO:0050789","regulation of biological process"
"GO:0051353","positive regulation of oxidoreductase activity","GO:0050789","regulation of biological process"
"GO:0010831","positive regulation of myotube differentiation","GO:0050789","regulation of biological process"
"GO:0010835","regulation of protein ADP-ribosylation","GO:0050789","regulation of biological process"
"GO:2000377","regulation of reactive oxygen species metabolic process","GO:0050789","regulation of biological process"
"GO:2000379","positive regulation of reactive oxygen species metabolic process","GO:0050789","regulation of biological process"
"GO:0010575","positive regulation of vascular endothelial growth factor production","GO:0050789","regulation of biological process"
"GO:0033629","negative regulation of cell adhesion mediated by integrin","GO:0050789","regulation of biological process"
"GO:1903169","regulation of calcium ion transmembrane transport","GO:0050789","regulation of biological process"
"GO:0002829","negative regulation of type 2 immune response","GO:0050789","regulation of biological process"
"GO:0032713","negative regulation of interleukin-4 production","GO:0050789","regulation of biological process"
"GO:0045619","regulation of lymphocyte differentiation","GO:0050789","regulation of biological process"
"GO:0051224","negative regulation of protein transport","GO:0050789","regulation of biological process"
"GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","GO:0050789","regulation of biological process"
"GO:0051152","positive regulation of smooth muscle cell differentiation","GO:0050789","regulation of biological process"
"GO:1904753","negative regulation of vascular associated smooth muscle cell migration","GO:0050789","regulation of biological process"
"GO:0032914","positive regulation of transforming growth factor beta1 production","GO:0050789","regulation of biological process"
"GO:0071672","negative regulation of smooth muscle cell chemotaxis","GO:0050789","regulation of biological process"
"GO:0014883","transition between fast and slow fiber","GO:0050789","regulation of biological process"
"GO:0090303","positive regulation of wound healing","GO:0050789","regulation of biological process"
"GO:0051549","positive regulation of keratinocyte migration","GO:0050789","regulation of biological process"
"GO:0060046","regulation of acrosome reaction","GO:0050789","regulation of biological process"
"GO:1902093","positive regulation of flagellated sperm motility","GO:0050789","regulation of biological process"
"GO:0002082","regulation of oxidative phosphorylation","GO:0050789","regulation of biological process"
"GO:0010614","negative regulation of cardiac muscle hypertrophy","GO:0050789","regulation of biological process"
"GO:0060452","positive regulation of cardiac muscle contraction","GO:0050789","regulation of biological process"
"GO:0060307","regulation of ventricular cardiac muscle cell membrane repolarization","GO:0050789","regulation of biological process"
"GO:0140199","negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process","GO:0050789","regulation of biological process"
"GO:2000480","negative regulation of cAMP-dependent protein kinase activity","GO:0050789","regulation of biological process"
"GO:1902231","positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage","GO:0050789","regulation of biological process"
"GO:0032481","positive regulation of type I interferon production","GO:0050789","regulation of biological process"
"GO:2001205","negative regulation of osteoclast development","GO:0050789","regulation of biological process"
"GO:0051054","positive regulation of DNA metabolic process","GO:0050789","regulation of biological process"
"GO:0048387","negative regulation of retinoic acid receptor signaling pathway","GO:0050789","regulation of biological process"
"GO:0090312","positive regulation of protein deacetylation","GO:0050789","regulation of biological process"
"GO:0022604","regulation of cell morphogenesis","GO:0050789","regulation of biological process"
"GO:0022408","negative regulation of cell-cell adhesion","GO:0050789","regulation of biological process"
"GO:0032516","positive regulation of phosphoprotein phosphatase activity","GO:0050789","regulation of biological process"
"GO:0032731","positive regulation of interleukin-1 beta production","GO:0050789","regulation of biological process"
"GO:0002092","positive regulation of receptor internalization","GO:0050789","regulation of biological process"
"GO:2000252","negative regulation of feeding behavior","GO:0050789","regulation of biological process"
"GO:0045780","positive regulation of bone resorption","GO:0050789","regulation of biological process"
"GO:2000821","regulation of grooming behavior","GO:0050789","regulation of biological process"
"GO:0050718","positive regulation of interleukin-1 beta secretion","GO:0050789","regulation of biological process"
"GO:0050717","positive regulation of interleukin-1 alpha secretion","GO:0050789","regulation of biological process"
"GO:0033085","negative regulation of T cell differentiation in thymus","GO:0050789","regulation of biological process"
"GO:0045637","regulation of myeloid cell differentiation","GO:0050789","regulation of biological process"
"GO:0032872","regulation of stress-activated MAPK cascade","GO:0050789","regulation of biological process"
"GO:0045667","regulation of osteoblast differentiation","GO:0050789","regulation of biological process"
"GO:0010719","negative regulation of epithelial to mesenchymal transition","GO:0050789","regulation of biological process"
"GO:0045662","negative regulation of myoblast differentiation","GO:0050789","regulation of biological process"
"GO:0001817","regulation of cytokine production","GO:0050789","regulation of biological process"
"GO:2000726","negative regulation of cardiac muscle cell differentiation","GO:0050789","regulation of biological process"
"GO:1904951","positive regulation of establishment of protein localization","GO:0050789","regulation of biological process"
"GO:0010730","negative regulation of hydrogen peroxide biosynthetic process","GO:0050789","regulation of biological process"
"GO:1901857","positive regulation of cellular respiration","GO:0050789","regulation of biological process"
"GO:0050769","positive regulation of neurogenesis","GO:0050789","regulation of biological process"
"GO:0060628","regulation of ER to Golgi vesicle-mediated transport","GO:0050789","regulation of biological process"
"GO:0046825","regulation of protein export from nucleus","GO:0050789","regulation of biological process"
"GO:0061086","negative regulation of histone H3-K27 methylation","GO:0050789","regulation of biological process"
"GO:0061087","positive regulation of histone H3-K27 methylation","GO:0050789","regulation of biological process"
"GO:0031060","regulation of histone methylation","GO:0050789","regulation of biological process"
"GO:0042487","regulation of odontogenesis of dentin-containing tooth","GO:0050789","regulation of biological process"
"GO:0032728","positive regulation of interferon-beta production","GO:0050789","regulation of biological process"
"GO:0045995","regulation of embryonic development","GO:0050789","regulation of biological process"
"GO:1903595","positive regulation of histamine secretion by mast cell","GO:0050789","regulation of biological process"
"GO:2000279","negative regulation of DNA biosynthetic process","GO:0050789","regulation of biological process"
"GO:2001256","regulation of store-operated calcium entry","GO:0050789","regulation of biological process"
"GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","GO:0050789","regulation of biological process"
"GO:0090281","negative regulation of calcium ion import","GO:0050789","regulation of biological process"
"GO:0035067","negative regulation of histone acetylation","GO:0050789","regulation of biological process"
"GO:1900153","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","GO:0050789","regulation of biological process"
"GO:0061088","regulation of sequestering of zinc ion","GO:0050789","regulation of biological process"
"GO:0032911","negative regulation of transforming growth factor beta1 production","GO:0050789","regulation of biological process"
"GO:0032688","negative regulation of interferon-beta production","GO:0050789","regulation of biological process"
"GO:0010460","positive regulation of heart rate","GO:0050789","regulation of biological process"
"GO:0043569","negative regulation of insulin-like growth factor receptor signaling pathway","GO:0050789","regulation of biological process"
"GO:1903225","negative regulation of endodermal cell differentiation","GO:0050789","regulation of biological process"
"GO:2000727","positive regulation of cardiac muscle cell differentiation","GO:0050789","regulation of biological process"
"GO:2001016","positive regulation of skeletal muscle cell differentiation","GO:0050789","regulation of biological process"
"GO:0001819","positive regulation of cytokine production","GO:0050789","regulation of biological process"
"GO:2000144","positive regulation of DNA-templated transcription, initiation","GO:0050789","regulation of biological process"
"GO:0033628","regulation of cell adhesion mediated by integrin","GO:0050789","regulation of biological process"
"GO:2000741","positive regulation of mesenchymal stem cell differentiation","GO:0050789","regulation of biological process"
"GO:0045859","regulation of protein kinase activity","GO:0050789","regulation of biological process"
"GO:0043268","positive regulation of potassium ion transport","GO:0050789","regulation of biological process"
"GO:0010765","positive regulation of sodium ion transport","GO:0050789","regulation of biological process"
"GO:0030279","negative regulation of ossification","GO:0050789","regulation of biological process"
"GO:0045986","negative regulation of smooth muscle contraction","GO:0050789","regulation of biological process"
"GO:0090331","negative regulation of platelet aggregation","GO:0050789","regulation of biological process"
"GO:0048633","positive regulation of skeletal muscle tissue growth","GO:0050789","regulation of biological process"
"GO:0051044","positive regulation of membrane protein ectodomain proteolysis","GO:0050789","regulation of biological process"
"GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","GO:0050789","regulation of biological process"
"GO:0014807","regulation of somitogenesis","GO:0050789","regulation of biological process"
"GO:0051894","positive regulation of focal adhesion assembly","GO:0050789","regulation of biological process"
"GO:1903140","regulation of establishment of endothelial barrier","GO:0050789","regulation of biological process"
"GO:1903347","negative regulation of bicellular tight junction assembly","GO:0050789","regulation of biological process"
"GO:0045616","regulation of keratinocyte differentiation","GO:0050789","regulation of biological process"
"GO:0032970","regulation of actin filament-based process","GO:0050789","regulation of biological process"
"GO:0035066","positive regulation of histone acetylation","GO:0050789","regulation of biological process"
"GO:0033129","positive regulation of histone phosphorylation","GO:0050789","regulation of biological process"
"GO:0033081","regulation of T cell differentiation in thymus","GO:0050789","regulation of biological process"
"GO:2000973","regulation of pro-B cell differentiation","GO:0050789","regulation of biological process"
"GO:0010744","positive regulation of macrophage derived foam cell differentiation","GO:0050789","regulation of biological process"
"GO:0043030","regulation of macrophage activation","GO:0050789","regulation of biological process"
"GO:0050713","negative regulation of interleukin-1 beta secretion","GO:0050789","regulation of biological process"
"GO:1900015","regulation of cytokine production involved in inflammatory response","GO:0050789","regulation of biological process"
"GO:1900165","negative regulation of interleukin-6 secretion","GO:0050789","regulation of biological process"
"GO:1900745","positive regulation of p38MAPK cascade","GO:0050789","regulation of biological process"
"GO:0045602","negative regulation of endothelial cell differentiation","GO:0050789","regulation of biological process"
"GO:0030856","regulation of epithelial cell differentiation","GO:0050789","regulation of biological process"
"GO:0042752","regulation of circadian rhythm","GO:0050789","regulation of biological process"
"GO:0086004","regulation of cardiac muscle cell contraction","GO:0050789","regulation of biological process"
"GO:0046878","positive regulation of saliva secretion","GO:0050789","regulation of biological process"
"GO:0060999","positive regulation of dendritic spine development","GO:0050789","regulation of biological process"
"GO:0090129","positive regulation of synapse maturation","GO:0050789","regulation of biological process"
"GO:0045670","regulation of osteoclast differentiation","GO:0050789","regulation of biological process"
"GO:0006275","regulation of DNA replication","GO:0050789","regulation of biological process"
"GO:0045779","negative regulation of bone resorption","GO:0050789","regulation of biological process"
"GO:0033148","positive regulation of intracellular estrogen receptor signaling pathway","GO:0050789","regulation of biological process"
"GO:0033157","regulation of intracellular protein transport","GO:0050789","regulation of biological process"
"GO:0051438","regulation of ubiquitin-protein transferase activity","GO:0050789","regulation of biological process"
"GO:2000002","negative regulation of DNA damage checkpoint","GO:0050789","regulation of biological process"
"GO:0033686","positive regulation of luteinizing hormone secretion","GO:0050789","regulation of biological process"
"GO:2000048","negative regulation of cell-cell adhesion mediated by cadherin","GO:0050789","regulation of biological process"
"GO:0010991","negative regulation of SMAD protein complex assembly","GO:0050789","regulation of biological process"
"GO:0060394","negative regulation of pathway-restricted SMAD protein phosphorylation","GO:0050789","regulation of biological process"
"GO:1901985","positive regulation of protein acetylation","GO:0050789","regulation of biological process"
"GO:0032703","negative regulation of interleukin-2 production","GO:0050789","regulation of biological process"
"GO:2000318","positive regulation of T-helper 17 type immune response","GO:0050789","regulation of biological process"
"GO:2000321","positive regulation of T-helper 17 cell differentiation","GO:0050789","regulation of biological process"
"GO:0030195","negative regulation of blood coagulation","GO:0050789","regulation of biological process"
"GO:1903142","positive regulation of establishment of endothelial barrier","GO:0050789","regulation of biological process"
"GO:0050819","negative regulation of coagulation","GO:0050789","regulation of biological process"
"GO:0042325","regulation of phosphorylation","GO:0050789","regulation of biological process"
"GO:0031396","regulation of protein ubiquitination","GO:0050789","regulation of biological process"
"GO:2001224","positive regulation of neuron migration","GO:0050789","regulation of biological process"
"GO:0010827","regulation of glucose transmembrane transport","GO:0050789","regulation of biological process"
"GO:0033625","positive regulation of integrin activation","GO:0050789","regulation of biological process"
"GO:0033135","regulation of peptidyl-serine phosphorylation","GO:0050789","regulation of biological process"
"GO:0042270","protection from natural killer cell mediated cytotoxicity","GO:0050789","regulation of biological process"
"GO:0001916","positive regulation of T cell mediated cytotoxicity","GO:0050789","regulation of biological process"
"GO:0045078","positive regulation of interferon-gamma biosynthetic process","GO:0050789","regulation of biological process"
"GO:0031999","negative regulation of fatty acid beta-oxidation","GO:0050789","regulation of biological process"
