	TM_FACS	TM_10X	MCA.values
A630001G21Rik	16	2	0
A630010A05Rik	0	0	0
A630012P03Rik	0	0	0
A630023A22Rik	0	0	1
A630033H20Rik	0	0	0
A630072M18Rik	7	1	0
A630073D07Rik	0	0	0
A630075F10Rik	0	0	0
A630076J17Rik	0	0	0
A630095E13Rik	0	0	0
A630095N17Rik	0	0	0
A730017C20Rik	2	0	0
A730017L22Rik	3	2	0
A730020E08Rik	0	1	0
A730020M07Rik	0	0	0
A730036I17Rik	0	0	0
A730046J19Rik	0	0	0
A730056A06Rik	0	0	0
A730082K24Rik	0	0	0
A730085K08Rik	0	0	0
A730090N16Rik	0	0	0
A830009L08Rik	0	0	0
A830010M20Rik	6	0	0
A830018L16Rik	1	1	0
A830019L24Rik	0	0	0
A830052D11Rik	0	0	0
A830080D01Rik	3	0	0
A830082K12Rik	0	0	0
A930001A20Rik	0	1	0
A930001C03Rik	0	0	0
A930003A15Rik	0	1	0
A930003O13Rik	1	0	0
A930004D18Rik	0	0	0
A930005H10Rik	9	7	0
A930006I01Rik	0	0	0
A930007I19Rik	0	0	0
A930009A15Rik	1	0	0
A930012L18Rik	0	0	0
A930015D03Rik	1	0	0
A930018P22Rik	0	0	9
A930019D19Rik	0	0	0
A930024E05Rik	0	0	0
A930041C12Rik	0	0	0
AA465934	0	0	0
AA467197	7	3	36
AA543186	0	0	0
AA986860	13	7	0
AB124611	28	29	13
AF067061	0	0	0
AF366264	0	0	0
AF529169	0	0	0
AI115009	0	0	0
AI182371	1	1	0
AI314180	36	10	0
AI413582	57	24	6
AI427809	0	0	0
AI429214	0	0	0
AI464131	3	0	0
AI467606	31	18	0
AI504432	3	1	0
AI506816	23	0	0
AI507597	0	0	19
AI593442	2	0	0
AI597479	7	0	0
AI606473	0	0	0
AI646519	0	0	0
AI661453	13	9	0
AI662270	32	30	44
AI837181	58	8	0
AI846148	12	2	0
AI847159	0	0	0
AI854703	0	0	0
AI987944	7	0	2
AU015228	0	0	0
AU015836	0	0	0
AU018091	0	0	1
AU019823	26	5	0
AU019990	0	0	0
AU021092	6	5	3
AU022252	1	0	0
AU022754	0	0	0
AU040320	24	4	0
AU040972	0	2	1
AU041133	1	0	0
AV039307	0	0	3
AW011738	2	2	0
AW046200	0	0	0
AW112010	48	44	117
AW146154	0	0	0
AW209491	14	2	0
AW495222	0	0	0
AW549877	22	3	0
AW551984	4	0	0
AW554918	1	0	0
AY074887	0	0	0
AY358078	0	0	0
AY512931	0	0	0
AY761184	0	0	23
Aaas	8	1	5
Aacs	20	1	1
Aadac	4	2	8
Aadat	1	2	1
Aagab	32	4	1
Aak1	36	8	0
Aamp	99	66	45
Aanat	0	0	0
Aard	3	2	1
Aars	53	9	2
Aars2	1	0	0
Aarsd1	36	19	0
Aasdh	0	0	0
Aasdhppt	29	15	3
Aass	5	3	0
Aatf	16	3	1
Aatk	6	0	4
Abat	18	3	0
Abca1	37	12	1
Abca12	3	0	0
Abca13	2	1	0
Abca14	0	0	1
Abca16	0	0	0
Abca17	0	0	0
Abca2	23	1	1
Abca3	17	9	2
Abca4	0	0	0
Abca5	8	0	0
Abca6	5	1	0
Abca7	12	2	0
Abca8a	13	5	6
Abca8b	8	0	0
Abca9	23	2	0
Abcb10	15	1	2
Abcb11	1	1	0
Abcb1a	14	4	0
Abcb1b	14	3	2
Abcb4	2	1	2
Abcb6	4	0	0
Abcb7	12	1	0
Abcb8	19	1	0
Abcb9	12	1	1
Abcc1	25	6	0
Abcc10	1	0	0
Abcc12	0	0	0
Abcc2	1	2	0
Abcc3	17	5	7
Abcc4	22	6	1
Abcc5	45	5	0
Abcc6	1	0	0
Abcc8	5	1	2
Abcc9	5	2	1
Abcd1	20	1	0
Abcd2	10	2	1
Abcd3	41	15	20
Abcd4	6	1	0
Abce1	48	21	3
Abcf1	93	47	9
Abcf2	45	13	1
Abcf3	30	5	0
Abcg1	65	8	2
Abcg2	25	11	21
Abcg3	2	2	1
Abcg4	1	0	0
Abcg5	1	0	3
Abcg8	1	1	2
Abhd1	0	0	0
Abhd10	17	0	0
Abhd11	33	15	9
Abhd12	61	26	18
Abhd12b	0	0	0
Abhd13	17	5	0
Abhd14a	33	11	4
Abhd14b	31	17	13
Abhd15	13	0	0
Abhd16a	74	34	1
Abhd16b	0	0	2
Abhd2	21	0	1
Abhd3	6	3	3
Abhd4	47	10	9
Abhd5	26	11	14
Abhd6	20	3	4
Abhd8	25	12	2
Abi1	87	50	13
Abi2	30	3	0
Abi3	33	19	9
Abi3bp	13	12	4
Abl1	27	2	0
Abl2	29	11	0
Ablim1	63	38	4
Ablim2	3	0	0
Ablim3	8	3	0
Abo	1	0	5
Abr	32	3	1
Abra	1	0	0
Abt1	20	11	0
Abtb1	20	8	1
Abtb2	11	3	0
Acaa1a	90	55	22
Acaa1b	8	5	15
Acaa2	81	39	52
Acaca	17	2	0
Acacb	3	0	0
Acad10	3	0	0
Acad11	15	4	1
Acad12	1	0	0
Acad8	15	8	0
Acad9	34	4	0
Acadl	86	41	51
Acadm	70	38	25
Acads	25	19	4
Acadsb	43	13	1
Acadvl	68	33	19
Acan	2	2	16
Acap1	19	13	2
Acap2	75	21	1
Acap3	11	1	0
Acat1	88	48	14
Acat2	19	4	2
Acat3	1	1	2
Acbd3	69	23	1
Acbd4	14	8	2
Acbd5	48	15	0
Acbd6	53	47	25
Acbd7	0	1	0
Accs	0	0	0
Accsl	0	0	0
Acd	31	8	3
Ace	15	9	23
Ace2	3	1	3
Ace3	0	0	0
Acer1	5	1	0
Acer2	11	7	7
Acer3	42	20	1
Ache	4	0	0
Acin1	94	59	18
Acly	85	33	9
Acmsd	1	0	0
Acnat1	4	1	0
Acnat2	1	0	0
Aco1	23	7	2
Aco2	95	48	40
Acot1	17	12	13
Acot10	1	0	0
Acot11	4	0	0
Acot12	1	1	0
Acot13	54	25	35
Acot2	60	3	0
Acot3	1	0	0
Acot4	1	0	0
Acot5	0	0	0
Acot6	0	0	0
Acot7	36	17	37
Acot8	28	8	2
Acot9	46	29	3
Acox1	49	16	16
Acox2	2	2	0
Acox3	16	2	0
Acoxl	1	1	0
Acp1	64	48	30
Acp2	38	1	0
Acp5	36	19	23
Acp6	21	4	1
Acpp	8	0	0
Acr	0	0	3
Acrbp	0	0	19
Acrv1	0	0	4
Acsbg1	11	3	10
Acsbg2	0	0	0
Acsf2	8	3	0
Acsf3	11	0	0
Acsl1	32	14	16
Acsl3	35	11	6
Acsl4	67	9	4
Acsl5	77	42	17
Acsl6	5	0	4
Acsm1	2	2	1
Acsm2	2	6	3
Acsm3	2	0	0
Acsm4	0	0	0
Acsm5	1	0	0
Acss1	18	7	4
Acss2	17	2	2
Acss3	1	0	0
Acta1	1	1	21
Acta2	21	10	85
Actb	106	74	649
Actc1	1	3	25
Actg1	105	74	565
Actg2	2	2	27
Actl6a	47	19	19
Actl6b	4	0	0
Actl7a	0	0	8
Actl7b	0	0	18
Actl9	0	0	17
Actn1	40	37	36
Actn2	2	2	7
Actn3	1	0	2
Actn4	98	53	89
Actr10	86	50	32
Actr1a	88	36	9
Actr1b	46	7	2
Actr2	104	69	12
Actr3	103	72	190
Actr3b	3	0	0
Actr5	1	0	0
Actr6	9	0	0
Actr8	30	2	2
Acvr1	12	5	0
Acvr1b	1	0	0
Acvr1c	3	0	0
Acvr2a	28	0	0
Acvr2b	4	0	1
Acvrl1	41	22	7
Acy1	8	0	2
Acy3	8	4	5
Acyp1	33	22	22
Acyp2	16	11	1
Ada	4	4	5
Adad1	0	0	18
Adal	1	0	0
Adam10	100	26	4
Adam11	3	0	0
Adam12	2	0	1
Adam15	62	29	3
Adam17	53	10	0
Adam18	0	0	3
Adam19	17	7	0
Adam1a	0	0	0
Adam1b	0	0	2
Adam2	0	0	10
Adam21	0	0	0
Adam22	10	0	0
Adam23	8	4	0
Adam28	3	4	1
Adam3	0	0	19
Adam30	0	0	2
Adam32	1	0	12
Adam33	1	0	4
Adam4	0	0	0
Adam5	0	0	19
Adam6b	0	0	0
Adam7	0	0	0
Adam8	14	8	6
Adam9	34	19	0
Adamdec1	1	0	6
Adamts1	38	27	49
Adamts10	7	3	0
Adamts12	3	0	0
Adamts13	0	0	0
Adamts14	6	0	0
Adamts15	4	0	0
Adamts16	1	0	0
Adamts17	0	0	0
Adamts18	3	0	0
Adamts19	0	0	0
Adamts2	7	7	23
Adamts20	0	0	0
Adamts3	1	0	0
Adamts4	12	3	2
Adamts5	10	9	10
Adamts6	0	0	0
Adamts7	1	1	0
Adamts8	2	0	0
Adamts9	8	1	0
Adamtsl1	8	3	0
Adamtsl2	2	0	0
Adamtsl3	5	0	0
Adamtsl4	16	1	0
Adamtsl5	10	2	0
Adap1	12	1	1
Adap2	22	2	0
Adar	55	0	4
Adarb1	17	5	0
Adarb2	1	0	0
Adat1	0	0	0
Adat2	0	0	1
Adat3	0	0	7
Adck1	8	0	0
Adck2	16	0	0
Adck5	10	2	0
Adcy1	2	1	0
Adcy10	0	0	4
Adcy2	4	0	0
Adcy3	8	1	0
Adcy4	12	9	4
Adcy5	5	1	0
Adcy6	19	5	0
Adcy7	35	7	1
Adcy8	0	0	0
Adcy9	8	2	0
Adcyap1	0	0	0
Adcyap1r1	6	0	2
Add1	100	34	2
Add2	2	0	0
Add3	74	41	5
Adh1	31	10	53
Adh4	1	1	0
Adh5	82	44	76
Adh6-ps1	1	1	0
Adh6a	0	0	5
Adh7	10	6	10
Adhfe1	5	2	3
Adi1	49	6	8
Adig	0	1	4
Adipoq	0	0	7
Adipor1	104	71	58
Adipor2	62	23	6
Adk	52	29	41
Adm	13	9	8
Adm2	0	0	0
Adnp	53	14	0
Adnp2	4	0	0
Ado	50	6	2
Adora1	8	1	0
Adora2a	8	2	0
Adora2b	11	1	0
Adora3	2	0	2
Adpgk	17	3	14
Adprh	80	42	37
Adprhl1	1	1	0
Adprhl2	28	0	1
Adra1a	0	0	0
Adra1b	1	1	0
Adra1d	0	0	0
Adra2a	2	0	0
Adra2b	2	1	0
Adra2c	1	0	0
Adrb1	9	3	0
Adrb2	48	22	1
Adrb3	0	0	0
Adrm1	94	58	15
Adsl	43	12	8
Adss	59	42	8
Adssl1	26	12	11
Aebp1	14	15	46
Aebp2	43	13	0
Aen	13	6	0
Aes	105	73	83
Afap1	32	10	0
Afap1l1	17	9	1
Afap1l2	10	3	0
Aff1	58	11	1
Aff2	1	0	0
Aff3	22	4	0
Aff4	90	35	0
Afg3l1	39	21	3
Afg3l2	46	10	2
Afm	1	1	0
Afmid	3	1	0
Afp	0	0	5
Aftph	55	23	1
Aga	30	12	7
Agap1	37	9	0
Agap2	2	0	0
Agap3	34	6	1
Agbl1	0	0	0
Agbl2	1	1	0
Agbl3	5	0	0
Agbl4	0	0	2
Agbl5	4	1	3
Ager	1	2	20
Agfg1	52	13	3
Agfg2	13	1	0
Aggf1	64	24	0
Agk	11	0	0
Agl	12	2	0
Agmat	1	1	1
Agmo	4	0	0
Agpat1	50	2	1
Agpat2	30	0	20
Agpat3	63	15	17
Agpat4	31	26	4
Agpat5	53	14	4
Agps	45	6	1
Agr2	3	2	30
Agr3	1	2	1
Agrn	24	9	3
Agrp	0	1	0
Agt	10	2	12
Agtpbp1	13	3	0
Agtr1a	8	3	3
Agtr1b	0	0	0
Agtr2	0	0	11
Agtrap	41	13	0
Agxt	1	1	3
Agxt2	1	0	0
Ahctf1	58	9	0
Ahcy	31	14	2
Ahcyl1	56	18	4
Ahcyl2	48	9	5
Ahdc1	10	3	0
Ahi1	15	1	2
Ahnak	79	58	18
Ahr	19	21	1
Ahrr	0	0	0
Ahsa1	87	65	58
Ahsa2	28	7	1
Ahsg	6	3	8
Aicda	0	0	0
Aida	26	19	0
Aif1	17	12	66
Aif1l	8	3	12
Aifm1	26	6	3
Aifm2	5	0	3
Aifm3	2	0	1
Aig1	41	2	4
Aim1	28	6	1
Aim1l	10	3	0
Aim2	12	6	1
Aimp1	60	57	26
Aimp2	32	9	10
Aip	85	42	2
Aipl1	0	0	0
Aire	0	0	0
Airn	16	1	0
Ajap1	1	0	0
Ak1	27	6	14
Ak2	84	38	85
Ak3	63	21	17
Ak4	4	1	0
Ak5	1	0	0
Ak7	1	1	2
Ak8	1	1	17
Akap1	5	2	6
Akap10	9	1	0
Akap11	36	10	0
Akap12	28	20	9
Akap13	93	58	0
Akap14	1	2	0
Akap17b	5	0	0
Akap2	34	27	0
Akap4	0	0	13
Akap5	1	0	1
Akap6	7	2	0
Akap7	20	3	0
Akap8	69	17	1
Akap8l	59	16	1
Akap9	83	39	0
Akirin1	84	49	9
Akirin2	66	40	19
Akna	37	10	0
Aknad1	6	2	1
Akr1a1	105	72	505
Akr1b10	14	5	2
Akr1b3	10	0	12
Akr1b7	0	1	1
Akr1b8	16	8	8
Akr1c12	9	1	2
Akr1c13	11	1	7
Akr1c14	6	2	8
Akr1c18	1	0	3
Akr1c19	9	2	9
Akr1c20	1	0	1
Akr1c21	2	4	12
Akr1c6	1	1	3
Akr1cl	0	0	17
Akr1d1	1	1	1
Akr1e1	25	9	3
Akr7a5	41	21	12
Akt1	87	36	1
Akt1s1	36	21	5
Akt2	56	28	0
Akt3	15	1	0
Aktip	40	14	3
Alad	35	13	38
Alas1	55	24	10
Alas2	2	2	18
Alb	11	2	20
Alcam	45	20	9
Aldh16a1	34	1	0
Aldh18a1	20	0	1
Aldh1a1	19	15	32
Aldh1a2	4	2	14
Aldh1a3	2	1	3
Aldh1a7	5	5	9
Aldh1b1	7	1	11
Aldh1l1	9	3	4
Aldh1l2	3	0	0
Aldh2	94	64	196
Aldh3a1	9	8	12
Aldh3a2	32	10	3
Aldh3b1	21	14	6
Aldh3b2	8	4	4
Aldh4a1	26	7	0
Aldh5a1	18	0	0
Aldh6a1	35	10	12
Aldh7a1	43	13	10
Aldh8a1	2	2	4
Aldh9a1	66	15	11
Aldoa	105	73	346
Aldoart1	4	0	2
Aldoart2	0	0	17
Aldob	10	10	47
Aldoc	13	1	16
Alg1	25	3	0
Alg10b	1	0	0
Alg11	19	1	0
Alg12	5	0	0
Alg13	3	0	0
Alg14	26	0	2
Alg2	16	0	1
Alg3	14	1	1
Alg5	54	28	4
Alg6	2	0	0
Alg8	7	0	0
Alg9	14	0	0
Alk	0	0	0
Alkbh1	5	1	0
Alkbh2	1	0	0
Alkbh3	12	1	4
Alkbh4	2	0	0
Alkbh5	98	46	0
Alkbh6	33	10	2
Alkbh7	31	6	6
Alkbh8	2	0	0
Allc	0	0	7
Alms1	1	0	0
Alms1-ps2	0	0	0
Alox12	4	1	2
Alox12b	1	1	0
Alox12e	0	0	0
Alox15	0	0	2
Alox5	8	4	5
Alox5ap	24	19	142
Alox8	0	0	0
Aloxe3	0	1	0
Alpk1	1	0	0
Alpk2	1	1	0
Alpk3	1	1	0
Alpl	13	6	18
Alppl2	0	0	0
Als2	6	0	0
Als2cl	15	2	1
Als2cr11	0	0	4
Als2cr12	0	0	3
Alx1	0	0	0
Alx3	0	0	0
Alx4	0	0	0
Alyref	86	46	2
Alyref2	3	2	0
Amacr	11	2	0
Ambp	7	1	17
Ambra1	15	0	0
Amd1	0	0	1
Amdhd1	1	1	1
Amdhd2	20	8	4
Amelx	0	0	0
Amfr	86	43	1
Amh	0	0	2
Amhr2	0	0	4
Amigo1	6	0	0
Amigo2	9	3	2
Amigo3	0	0	0
Ammecr1	4	0	0
Ammecr1l	39	11	2
Amn	2	1	3
Amn1	15	2	17
Amot	0	0	0
Amotl1	45	26	1
Amotl2	25	16	0
Ampd1	0	0	0
Ampd2	15	0	0
Ampd3	14	1	1
Amph	7	0	0
Amt	0	0	0
Amtn	0	0	0
Amy1	4	1	1
Amy2b	3	0	0
Amz1	5	3	0
Amz2	29	6	20
Anapc1	39	5	0
Anapc10	20	5	3
Anapc11	91	65	264
Anapc13	82	65	264
Anapc16	67	36	5
Anapc2	77	16	2
Anapc4	41	6	0
Anapc5	97	65	83
Anapc7	27	13	1
Ang	29	13	10
Ang2	0	0	0
Ang4	0	0	15
Angel1	1	0	0
Angel2	72	15	1
Angpt1	5	2	0
Angpt2	3	3	1
Angpt4	0	0	0
Angptl1	4	2	1
Angptl2	13	7	21
Angptl3	2	1	3
Angptl4	16	8	27
Angptl6	3	0	0
Angptl7	0	1	0
Ank	30	9	0
Ank1	2	2	1
Ank2	17	1	1
Ank3	30	9	2
Ankar	0	0	1
Ankdd1b	0	0	0
Ankfn1	0	0	0
Ankfy1	37	5	0
Ankhd1	76	21	0
Ankib1	36	3	0
Ankk1	0	0	0
Ankle1	2	0	0
Ankle2	70	10	1
Ankmy1	0	0	0
Ankmy2	27	1	0
Ankra2	29	5	1
Ankrd1	4	2	3
Ankrd10	57	15	1
Ankrd11	101	53	1
Ankrd12	85	48	0
Ankrd13a	71	27	14
Ankrd13b	3	0	0
Ankrd13c	34	1	0
Ankrd13d	2	1	0
Ankrd16	0	0	0
Ankrd17	83	24	0
Ankrd2	0	0	1
Ankrd22	8	4	3
Ankrd23	1	0	0
Ankrd24	6	1	0
Ankrd26	6	0	0
Ankrd27	5	0	0
Ankrd28	8	0	0
Ankrd29	6	2	0
Ankrd33	0	0	0
Ankrd33b	13	7	0
Ankrd34a	1	0	0
Ankrd34b	2	0	0
Ankrd35	2	1	0
Ankrd36	0	0	9
Ankrd37	5	2	0
Ankrd39	3	0	0
Ankrd40	46	14	0
Ankrd42	1	1	5
Ankrd44	55	15	0
Ankrd45	1	1	2
Ankrd46	34	10	0
Ankrd49	16	0	3
Ankrd50	16	3	0
Ankrd52	2	0	0
Ankrd53	0	0	1
Ankrd54	19	6	18
Ankrd55	0	0	0
Ankrd6	5	0	0
Ankrd60	0	0	18
Ankrd61	0	0	5
Ankrd7	0	0	17
Ankrd9	6	2	1
Anks1	31	2	0
Anks1b	4	0	1
Anks3	17	2	0
Anks4b	5	0	0
Anks6	1	0	0
Ankzf1	3	0	0
Anln	6	1	0
Ano1	16	8	10
Ano10	30	0	1
Ano2	0	0	0
Ano3	2	0	0
Ano4	1	0	0
Ano5	0	0	0
Ano6	74	29	4
Ano7	3	0	1
Ano8	1	0	0
Ano9	3	0	0
Anp32a	101	72	38
Anp32b	97	71	198
Anp32e	83	56	107
Anpep	18	6	7
Antxr1	17	11	3
Antxr2	24	14	3
Anxa1	74	49	127
Anxa10	0	0	15
Anxa11	34	55	0
Anxa13	2	0	0
Anxa2	96	60	339
Anxa3	49	35	82
Anxa4	58	28	39
Anxa5	99	63	320
Anxa6	86	57	51
Anxa7	69	57	9
Anxa8	10	8	14
Anxa9	1	0	0
Aoah	6	1	0
Aoc2	0	0	0
Aoc3	5	3	3
Aox1	4	0	0
Aox3	5	3	1
Aox4	1	1	0
Ap1ar	34	7	1
Ap1b1	72	15	6
Ap1g1	43	13	0
Ap1g2	13	0	0
Ap1m1	76	17	32
Ap1m2	20	4	11
Ap1s1	55	30	51
Ap1s2	30	0	5
Ap1s3	0	3	1
Ap2a1	31	16	3
Ap2a2	95	30	2
Ap2b1	78	34	7
Ap2m1	103	71	33
Ap2s1	95	67	148
Ap3b1	64	18	3
Ap3b2	8	0	0
Ap3d1	76	11	1
Ap3m1	47	6	1
Ap3m2	1	0	0
Ap3s1	62	56	40
Ap3s2	24	5	1
Ap4b1	3	0	0
Ap4e1	0	0	0
Ap4m1	0	0	0
Ap4s1	51	25	0
Apaf1	9	4	0
Apba1	17	0	0
Apba2	5	0	0
Apba3	25	3	0
Apbb1	12	5	1
Apbb1ip	41	28	3
Apbb2	42	12	0
Apc	72	17	0
Apc2	3	0	0
Apcdd1	9	0	0
Apcs	2	1	1
Apeh	35	6	5
Apex1	30	15	61
Apex2	1	0	0
Aph1a	79	43	0
Aph1b	3	0	0
Aph1c	11	7	0
Api5	76	34	3
Apip	24	6	7
Apitd1	2	2	0
Aplf	1	0	0
Apln	2	0	1
Aplnr	5	2	4
Aplp1	16	3	16
Aplp2	98	55	66
Apoa1	6	2	44
Apoa1bp	73	48	30
Apoa2	8	2	13
Apoa4	1	1	9
Apoa5	2	1	1
Apob	6	1	7
Apobec1	24	10	4
Apobec2	1	1	3
Apobec3	60	40	44
Apobec4	0	0	0
Apobr	9	4	0
Apoc1	15	9	50
Apoc2	7	4	0
Apoc3	3	2	9
Apoc4	1	2	5
Apod	11	5	30
Apoe	102	64	328
Apof	2	1	2
Apoh	3	2	6
Apol10a	1	0	2
Apol10b	1	2	0
Apol11b	0	1	0
Apol6	0	0	0
Apol7a	3	1	0
Apol7b	0	0	0
Apol7c	0	1	3
Apol7d	0	0	0
Apol8	0	0	0
Apol9a	1	0	0
Apol9b	1	1	0
Apold1	18	10	8
Apom	1	2	6
Apon	1	1	1
Apoo	30	15	14
Apool	16	2	2
App	91	50	85
Appbp2	52	7	3
Appl1	58	23	0
Appl2	33	7	2
Aprt	69	61	240
Aptx	18	7	5
Aqp1	13	20	88
Aqp11	8	1	24
Aqp12	1	0	0
Aqp2	0	1	2
Aqp3	11	10	10
Aqp4	4	2	3
Aqp5	5	4	9
Aqp6	0	0	1
Aqp7	5	3	5
Aqp8	2	1	1
Aqp9	2	1	2
Aqr	41	11	0
Ar	5	0	1
Araf	76	14	1
Arap1	52	9	2
Arap2	38	15	0
Arap3	12	9	0
Arc	13	6	3
Arcn1	85	39	8
Areg	9	7	4
Arf1	105	73	381
Arf2	39	13	6
Arf3	71	48	1
Arf4	105	69	258
Arf5	101	74	215
Arf6	101	69	7
Arfgap1	51	6	0
Arfgap2	58	19	1
Arfgap3	31	6	5
Arfgef1	53	21	1
Arfgef2	17	2	0
Arfip1	49	16	1
Arfip2	24	9	2
Arfrp1	46	28	3
Arg1	4	1	5
Arg2	9	4	13
Arglu1	104	56	0
Arhgap1	71	16	1
Arhgap10	20	7	0
Arhgap11a	6	3	0
Arhgap12	27	5	1
Arhgap15	34	29	0
Arhgap17	52	13	17
Arhgap18	31	12	0
Arhgap19	3	1	0
Arhgap20	11	0	0
Arhgap21	38	6	0
Arhgap22	4	3	0
Arhgap23	13	5	1
Arhgap24	18	5	0
Arhgap25	35	12	0
Arhgap26	46	2	0
Arhgap27	25	4	1
Arhgap28	3	1	0
Arhgap29	31	15	3
Arhgap30	39	30	0
Arhgap31	38	30	1
Arhgap32	30	6	0
Arhgap33	3	0	0
Arhgap36	0	0	1
Arhgap39	19	1	0
Arhgap4	28	3	0
Arhgap40	1	0	0
Arhgap42	23	0	0
Arhgap44	22	1	0
Arhgap5	66	28	0
Arhgap6	9	3	0
Arhgap8	1	0	0
Arhgap9	30	22	5
Arhgdia	102	72	372
Arhgdib	70	48	208
Arhgdig	5	2	1
Arhgef1	89	53	9
Arhgef10	12	1	0
Arhgef10l	25	5	0
Arhgef11	12	0	0
Arhgef12	65	35	0
Arhgef15	13	10	0
Arhgef16	17	3	0
Arhgef17	21	6	0
Arhgef18	17	2	0
Arhgef19	14	0	0
Arhgef2	65	30	1
Arhgef25	12	7	0
Arhgef26	7	1	0
Arhgef3	50	18	0
Arhgef33	0	0	2
Arhgef37	2	0	0
Arhgef38	4	0	0
Arhgef4	6	0	0
Arhgef40	17	2	0
Arhgef5	21	10	0
Arhgef6	25	10	1
Arhgef7	37	10	1
Arhgef9	6	0	0
Arid1a	94	44	0
Arid1b	82	12	0
Arid2	45	11	4
Arid3a	13	5	0
Arid3b	7	0	0
Arid3c	0	0	0
Arid4a	87	37	0
Arid4b	83	49	0
Arid5a	50	25	0
Arid5b	68	33	0
Arih1	72	31	0
Arih2	46	15	3
Arl1	74	0	59
Arl10	5	0	0
Arl11	6	6	0
Arl13b	32	19	2
Arl14	2	0	1
Arl15	7	3	0
Arl16	9	0	0
Arl2	43	16	3
Arl2bp	72	48	23
Arl3	50	39	26
Arl4a	59	41	46
Arl4c	39	32	4
Arl4d	26	13	1
Arl5a	45	14	0
Arl5b	47	7	1
Arl5c	17	15	12
Arl6	16	3	3
Arl6ip1	102	71	220
Arl6ip4	50	30	22
Arl6ip5	95	66	63
Arl6ip6	24	13	15
Arl8a	70	31	3
Arl8b	79	34	8
Arl9	0	0	4
Armc1	49	22	0
Armc10	22	7	2
Armc2	0	1	0
Armc3	1	1	3
Armc4	1	1	2
Armc5	16	1	0
Armc6	3	0	0
Armc7	2	0	0
Armc8	41	6	1
Armc9	3	0	2
Armcx1	10	2	0
Armcx2	19	4	0
Armcx3	30	18	0
Armcx4	5	0	0
Armcx5	3	0	0
Armcx6	2	0	0
Arnt	60	8	0
Arnt2	8	0	0
Arntl	27	4	0
Arntl2	0	0	0
Arpc1a	82	60	76
Arpc1b	96	71	437
Arpc2	104	74	543
Arpc3	103	74	428
Arpc4	102	69	26
Arpc5	102	73	289
Arpc5l	78	58	59
Arpp19	99	73	326
Arpp21	4	2	3
Arrb1	21	9	1
Arrb2	37	18	50
Arrdc1	50	18	10
Arrdc2	2	1	0
Arrdc3	33	18	0
Arrdc4	30	13	2
Arrdc5	0	0	7
Arsa	29	1	0
Arsb	38	9	4
Arsg	2	0	0
Arsi	2	0	0
Arsj	1	0	0
Arsk	5	1	0
Art1	1	1	0
Art2a-ps	1	0	0
Art2b	1	0	0
Art3	5	3	17
Art4	6	3	0
Art5	1	0	2
Artn	3	2	0
Arv1	0	0	0
Arvcf	10	1	0
Arx	3	0	0
Arxes1	6	0	0
Arxes2	8	0	8
As3mt	18	10	0
Asah1	80	42	34
Asah2	3	0	0
Asap1	62	27	2
Asap2	35	11	0
Asap3	2	1	0
Asb1	1	1	1
Asb10	1	0	0
Asb11	3	1	0
Asb12	0	0	0
Asb13	17	3	1
Asb14	1	0	0
Asb15	1	0	1
Asb16	0	0	0
Asb17	0	0	5
Asb2	9	5	3
Asb3	15	0	0
Asb4	2	0	4
Asb5	3	1	0
Asb6	9	1	0
Asb7	7	0	0
Asb8	16	2	2
Asb9	0	0	3
Ascc1	31	17	3
Ascc2	14	2	1
Ascc3	48	12	0
Ascl1	2	0	0
Ascl2	3	0	1
Ascl3	0	0	0
Ascl4	0	0	0
Asf1a	38	15	15
Asf1b	5	3	23
Asgr1	1	2	2
Asgr2	1	1	0
Ash1l	88	45	0
Ash2l	35	9	13
Asl	23	9	4
Asna1	54	33	13
Asns	18	7	34
Asnsd1	39	31	8
Aspa	4	2	5
Aspdh	2	2	0
Aspg	3	2	0
Asph	52	17	6
Asphd1	5	0	0
Asphd2	3	0	0
Aspm	2	2	0
Aspn	10	10	34
Asprv1	2	1	8
Aspscr1	47	16	6
Asrgl1	17	4	23
Ass1	25	2	25
Aste1	0	0	1
Astl	0	0	0
Astn1	4	0	0
Astn2	0	0	0
Asxl1	28	7	0
Asxl2	62	18	0
Asxl3	0	0	0
Asz1	1	1	1
Atad1	55	25	6
Atad2	11	3	0
Atad2b	33	5	0
Atad3a	24	9	2
Atad5	3	2	0
Atat1	15	2	9
Atcay	3	0	0
Ate1	51	11	0
Atf1	53	47	4
Atf2	45	18	2
Atf3	75	37	147
Atf4	98	72	325
Atf5	13	19	14
Atf6	58	9	0
Atf6b	56	28	1
Atf7	11	0	0
Atf7ip	87	6	0
Atf7ip2	0	0	0
Atg10	13	2	0
Atg12	51	13	5
Atg13	33	3	1
Atg14	18	0	0
Atg16l1	10	0	0
Atg16l2	22	0	0
Atg2a	20	7	0
Atg2b	17	2	0
Atg3	84	54	28
Atg4a	6	1	0
Atg4b	46	10	3
Atg4c	6	0	0
Atg4d	20	10	0
Atg5	45	18	2
Atg7	30	3	1
Atg9a	35	0	0
Atg9b	0	0	0
Atic	25	15	1
Atl1	5	0	0
Atl2	40	9	0
Atl3	50	3	5
Atm	13	0	0
Atmin	16	0	0
Atn1	45	12	0
Atoh1	1	0	1
Atoh8	2	1	9
Atox1	103	73	432
Atp10a	7	1	0
Atp10b	5	3	0
Atp10d	11	1	0
Atp11a	54	10	5
Atp11b	53	5	0
