	Atlas	cellType	Background.cell.types	Logic	genes	precision	recall	f1
1653	MCA	Pancreas.Endothelial cell_Tm4sf1 high	All	AND	Alox12, Sema3g, Syt15, Gja4, Sox18	1	0.00735294117647059	0.0145985401459854
1654	MCA	Pancreas.Endothelial cell_Tm4sf1 high	Tissue	AND	Alox12, Sema3g, Syt15, Gja4, Sox18	1	0.00735294117647059	0.0145985401459854
1655	MCA	Pancreas.Endothelial cell_Tm4sf1 high	All	OR	Alox12, Sema3g, Syt15, Gja4, Sox18	0.0454545454545455	0.852941176470588	0.0863095238095238
1656	MCA	Pancreas.Endothelial cell_Tm4sf1 high	Tissue	OR	Alox12, Sema3g, Syt15, Gja4, Sox18	0.29	0.852941176470588	0.432835820895522
1657	MCA	Pancreas.Erythroblast_Igkc high	All	AND	Cela3b, Pnlip, Try4, 2210010C04Rik, Ctrl	0.352134146341463	0.30078125	0.324438202247191
1658	MCA	Pancreas.Erythroblast_Igkc high	Tissue	AND	Cela3b, Pnlip, Try4, 2210010C04Rik, Ctrl	0.352134146341463	0.30078125	0.324438202247191
1659	MCA	Pancreas.Erythroblast_Igkc high	All	OR	Cela3b, Pnlip, Try4, 2210010C04Rik, Ctrl	0.200731834814428	1	0.334349151066609
1660	MCA	Pancreas.Erythroblast_Igkc high	Tissue	OR	Cela3b, Pnlip, Try4, 2210010C04Rik, Ctrl	0.227286179343001	1	0.370388232457198
1661	MCA	Pancreas.Macrophage	All	AND	Cd163, Ins1, Try4, Cela3b, Iapp	0.5625	0.10188679245283	0.172523961661342
1662	MCA	Pancreas.Macrophage	Tissue	AND	Cd163, Ins1, Try4, Cela3b, Iapp	0.5625	0.10188679245283	0.172523961661342
1663	MCA	Pancreas.Macrophage	All	OR	Cd163, Ins1, Try4, Cela3b, Iapp	0.0487849779086892	1	0.0930314200456381
1664	MCA	Pancreas.Macrophage	Tissue	OR	Cd163, Ins1, Try4, Cela3b, Iapp	0.0734072022160665	1	0.136774193548387
1665	MCA	Pancreas.Stromal cell_Fn1 high	All	AND	Lgi2, Lrrn4cl, Adgrd1, Ins1, Iapp	0.833333333333333	0.0265957446808511	0.0515463917525773
1666	MCA	Pancreas.Stromal cell_Fn1 high	Tissue	AND	Lgi2, Lrrn4cl, Adgrd1, Ins1, Iapp	0.833333333333333	0.0265957446808511	0.0515463917525773
1667	MCA	Pancreas.Stromal cell_Fn1 high	All	OR	Lgi2, Lrrn4cl, Adgrd1, Ins1, Iapp	0.0270971461516287	1	0.0527645242772944
1668	MCA	Pancreas.Stromal cell_Fn1 high	Tissue	OR	Lgi2, Lrrn4cl, Adgrd1, Ins1, Iapp	0.0520775623268698	1	0.0989994734070563
1669	MCA	Pancreas.Stromal cell_Smoc2 high	All	AND	Ccl11, Lgi2, Abca8a, Ins1, Steap4	0.95	0.0732177263969171	0.135957066189624
1670	MCA	Pancreas.Stromal cell_Smoc2 high	Tissue	AND	Ccl11, Lgi2, Abca8a, Ins1, Steap4	0.95	0.0732177263969171	0.135957066189624
1671	MCA	Pancreas.Stromal cell_Smoc2 high	All	OR	Ccl11, Lgi2, Abca8a, Ins1, Steap4	0.057995306738183	1	0.109632446134347
1672	MCA	Pancreas.Stromal cell_Smoc2 high	Tissue	OR	Ccl11, Lgi2, Abca8a, Ins1, Steap4	0.14380714879468	1	0.251453488372093
1673	MCA	Pancreas.β-cell	All	AND	Ucn3, Slc30a8, G6pc2, Scg2, Gjd2	1	0.168	0.287671232876712
1674	MCA	Pancreas.β-cell	Tissue	AND	Ucn3, Slc30a8, G6pc2, Scg2, Gjd2	1	0.168	0.287671232876712
1675	MCA	Pancreas.β-cell	All	OR	Ucn3, Slc30a8, G6pc2, Scg2, Gjd2	0.131578947368421	1	0.232558139534884
1676	MCA	Pancreas.β-cell	Tissue	OR	Ucn3, Slc30a8, G6pc2, Scg2, Gjd2	0.183823529411765	1	0.31055900621118
1677	MCA	PeripheralBlood.B cell_Ly6d high	All	AND	Ms4a1, Ighd, Cd19, Cd79a, Fcmr	0.330612244897959	0.0727762803234501	0.119293078055965
1678	MCA	PeripheralBlood.B cell_Ly6d high	Tissue	AND	Ms4a1, Ighd, Cd19, Cd79a, Fcmr	0.852631578947368	0.0727762803234501	0.134105960264901
1679	MCA	PeripheralBlood.B cell_Ly6d high	All	OR	Ms4a1, Ighd, Cd19, Cd79a, Fcmr	0.0695828836264364	0.984725965858041	0.129981024667932
1680	MCA	PeripheralBlood.B cell_Ly6d high	Tissue	OR	Ms4a1, Ighd, Cd19, Cd79a, Fcmr	0.353206574282952	0.984725965858041	0.519924098671727
1681	MCA	PeripheralBlood.B cell_Vpreb3 high	All	AND	Fam129c, Spib, Vpreb3, Pou2af1, Gm37065	1	0.0105820105820106	0.0209424083769633
1682	MCA	PeripheralBlood.B cell_Vpreb3 high	Tissue	AND	Fam129c, Spib, Vpreb3, Pou2af1, Gm37065	1	0.0105820105820106	0.0209424083769633
1683	MCA	PeripheralBlood.B cell_Vpreb3 high	All	OR	Fam129c, Spib, Vpreb3, Pou2af1, Gm37065	0.02088772845953	0.973544973544973	0.0408979773282952
1684	MCA	PeripheralBlood.B cell_Vpreb3 high	Tissue	OR	Fam129c, Spib, Vpreb3, Pou2af1, Gm37065	0.138658628485305	0.973544973544973	0.242744063324538
1685	MCA	PeripheralBlood.Macrophage_S100a4 high	All	AND	Clec4a3, Ccr2, Klra2, Serpinb10, Clec4a1	0.5	0.00123456790123457	0.00246305418719212
1686	MCA	PeripheralBlood.Macrophage_S100a4 high	Tissue	AND	Clec4a3, Ccr2, Klra2, Serpinb10, Clec4a1	1	0.00123456790123457	0.00246609124537608
1687	MCA	PeripheralBlood.Macrophage_S100a4 high	All	OR	Clec4a3, Ccr2, Klra2, Serpinb10, Clec4a1	0.0623715485658118	0.861728395061728	0.116323639696692
1688	MCA	PeripheralBlood.Macrophage_S100a4 high	Tissue	OR	Clec4a3, Ccr2, Klra2, Serpinb10, Clec4a1	0.43113032736257	0.861728395061728	0.574722107863318
1689	MCA	PeripheralBlood.Monocyte_F13a1 high	All	AND	Lilra6, AI839979, Klrb1f, Tifab, Ccr2	0	0	NA
1690	MCA	PeripheralBlood.Monocyte_F13a1 high	Tissue	AND	Lilra6, AI839979, Klrb1f, Tifab, Ccr2	NA	0	NA
1691	MCA	PeripheralBlood.Monocyte_F13a1 high	All	OR	Lilra6, AI839979, Klrb1f, Tifab, Ccr2	0.0128126906650397	0.789473684210526	0.0252161383285303
1692	MCA	PeripheralBlood.Monocyte_F13a1 high	Tissue	OR	Lilra6, AI839979, Klrb1f, Tifab, Ccr2	0.0867052023121387	0.789473684210526	0.15625
1693	MCA	PeripheralBlood.Neutrophil_Camp high	All	AND	Ly6g, Cd177, Ffar2, B230208H11Rik, Alox5	0.107142857142857	0.0193965517241379	0.0328467153284672
1694	MCA	PeripheralBlood.Neutrophil_Camp high	Tissue	AND	Ly6g, Cd177, Ffar2, B230208H11Rik, Alox5	0.45	0.0193965517241379	0.0371900826446281
1695	MCA	PeripheralBlood.Neutrophil_Camp high	All	OR	Ly6g, Cd177, Ffar2, B230208H11Rik, Alox5	0.0223359244317623	0.978448275862069	0.0436748436748437
1696	MCA	PeripheralBlood.Neutrophil_Camp high	Tissue	OR	Ly6g, Cd177, Ffar2, B230208H11Rik, Alox5	0.221355436372501	0.978448275862069	0.3610337972167
1697	MCA	PeripheralBlood.Neutrophil_Il1b high	All	AND	Gm16556, Cxcr2, Gm5150, Csf3r, Il1f9	1	0.00492610837438424	0.00980392156862745
1698	MCA	PeripheralBlood.Neutrophil_Il1b high	Tissue	AND	Gm16556, Cxcr2, Gm5150, Csf3r, Il1f9	1	0.00492610837438424	0.00980392156862745
1699	MCA	PeripheralBlood.Neutrophil_Il1b high	All	OR	Gm16556, Cxcr2, Gm5150, Csf3r, Il1f9	0.0503401360544218	0.911330049261084	0.0954100051572976
1700	MCA	PeripheralBlood.Neutrophil_Il1b high	Tissue	OR	Gm16556, Cxcr2, Gm5150, Csf3r, Il1f9	0.234771573604061	0.911330049261084	0.373360242179617
1701	MCA	PeripheralBlood.Neutrophil_Ltf high	All	AND	Mmp9, Ly6g, Slfn4, Mmp8, Fpr2	0.383928571428571	0.0895833333333333	0.14527027027027
1702	MCA	PeripheralBlood.Neutrophil_Ltf high	Tissue	AND	Mmp9, Ly6g, Slfn4, Mmp8, Fpr2	0.565789473684211	0.0895833333333333	0.154676258992806
1703	MCA	PeripheralBlood.Neutrophil_Ltf high	All	OR	Mmp9, Ly6g, Slfn4, Mmp8, Fpr2	0.0287466923261968	0.995833333333333	0.0558802899228431
1704	MCA	PeripheralBlood.Neutrophil_Ltf high	Tissue	OR	Mmp9, Ly6g, Slfn4, Mmp8, Fpr2	0.173754998182479	0.995833333333333	0.29588362735995
1705	MCA	PeripheralBlood.Neutrophil_Retnlg high	All	AND	Mmp9, Fpr1, Cxcr2, Slfn4, Mmp8	0.373134328358209	0.0461254612546125	0.0821018062397373
1706	MCA	PeripheralBlood.Neutrophil_Retnlg high	Tissue	AND	Mmp9, Fpr1, Cxcr2, Slfn4, Mmp8	0.735294117647059	0.0461254612546125	0.0868055555555556
1707	MCA	PeripheralBlood.Neutrophil_Retnlg high	All	OR	Mmp9, Fpr1, Cxcr2, Slfn4, Mmp8	0.0379479971890372	0.996309963099631	0.0731112916328188
1708	MCA	PeripheralBlood.Neutrophil_Retnlg high	Tissue	OR	Mmp9, Fpr1, Cxcr2, Slfn4, Mmp8	0.202474690663667	0.996309963099631	0.336553443440324
1709	MCA	PeripheralBlood.NK cell_Gzma high	All	AND	Ncr1, Klra4, Klrb1c, Klra13-ps, Klra9	0.4	0.00626959247648903	0.0123456790123457
1710	MCA	PeripheralBlood.NK cell_Gzma high	Tissue	AND	Ncr1, Klra4, Klrb1c, Klra13-ps, Klra9	1	0.00626959247648903	0.0124610591900312
1711	MCA	PeripheralBlood.NK cell_Gzma high	All	OR	Ncr1, Klra4, Klrb1c, Klra13-ps, Klra9	0.121437422552664	0.921630094043887	0.214598540145985
1712	MCA	PeripheralBlood.NK cell_Gzma high	Tissue	OR	Ncr1, Klra4, Klrb1c, Klra13-ps, Klra9	0.507772020725389	0.921630094043887	0.65478841870824
1713	MCA	PeripheralBlood.T cell_Trbc2 high	All	AND	Ms4a4b, Il7r, Dapl1, Cd8b1, Gimap3	0.378378378378378	0.00899165061014772	0.0175658720200753
1714	MCA	PeripheralBlood.T cell_Trbc2 high	Tissue	AND	Ms4a4b, Il7r, Dapl1, Cd8b1, Gimap3	0.777777777777778	0.00899165061014772	0.0177777777777778
1715	MCA	PeripheralBlood.T cell_Trbc2 high	All	OR	Ms4a4b, Il7r, Dapl1, Cd8b1, Gimap3	0.0674267557590767	0.926782273603083	0.125707814269536
1716	MCA	PeripheralBlood.T cell_Trbc2 high	Tissue	OR	Ms4a4b, Il7r, Dapl1, Cd8b1, Gimap3	0.502262443438914	0.926782273603083	0.651467268623025
1717	MCA	Placenta.Decidual stromal cell	All	AND	Erv3, Prl8a2, Mrgprg, Cryaa, Htr2b	1	0.00970873786407767	0.0192307692307692
1718	MCA	Placenta.Decidual stromal cell	Tissue	AND	Erv3, Prl8a2, Mrgprg, Cryaa, Htr2b	1	0.00970873786407767	0.0192307692307692
1719	MCA	Placenta.Decidual stromal cell	All	OR	Erv3, Prl8a2, Mrgprg, Cryaa, Htr2b	0.217494089834515	0.893203883495146	0.349809885931559
1720	MCA	Placenta.Decidual stromal cell	Tissue	OR	Erv3, Prl8a2, Mrgprg, Cryaa, Htr2b	0.248648648648649	0.893203883495146	0.389006342494715
1721	MCA	Placenta.Dendritic cell	All	AND	Gzmf, Cd209a, Gzmd, Tpbpa, Prl3b1	0.8	0.0179372197309417	0.0350877192982456
1722	MCA	Placenta.Dendritic cell	Tissue	AND	Gzmf, Cd209a, Gzmd, Tpbpa, Prl3b1	0.8	0.0179372197309417	0.0350877192982456
1723	MCA	Placenta.Dendritic cell	All	OR	Gzmf, Cd209a, Gzmd, Tpbpa, Prl3b1	0.0415257422021796	0.991031390134529	0.0797114517583409
1724	MCA	Placenta.Dendritic cell	Tissue	OR	Gzmf, Cd209a, Gzmd, Tpbpa, Prl3b1	0.0518657592114527	0.991031390134529	0.0985727029438002
1725	MCA	Placenta.Endodermal cell_Afp high	All	AND	4933402E13Rik, Fga, Kng1, Marc1, F2	1	0.125	0.222222222222222
1726	MCA	Placenta.Endodermal cell_Afp high	Tissue	AND	4933402E13Rik, Fga, Kng1, Marc1, F2	1	0.125	0.222222222222222
1727	MCA	Placenta.Endodermal cell_Afp high	All	OR	4933402E13Rik, Fga, Kng1, Marc1, F2	0.0574374079528719	0.975	0.108484005563282
1728	MCA	Placenta.Endodermal cell_Afp high	Tissue	OR	4933402E13Rik, Fga, Kng1, Marc1, F2	0.354545454545455	0.975	0.52
1729	MCA	Placenta.Erythroblast_Hbb-y high	All	AND	Gzmd, Gzmf, Gzmg, Gzme, Prl8a8	0.0384615384615385	0.0131578947368421	0.0196078431372549
1730	MCA	Placenta.Erythroblast_Hbb-y high	Tissue	AND	Gzmd, Gzmf, Gzmg, Gzme, Prl8a8	0.0384615384615385	0.0131578947368421	0.0196078431372549
1731	MCA	Placenta.Erythroblast_Hbb-y high	All	OR	Gzmd, Gzmf, Gzmg, Gzme, Prl8a8	0.0223484848484849	0.776315789473684	0.0434462444771723
1732	MCA	Placenta.Erythroblast_Hbb-y high	Tissue	OR	Gzmd, Gzmf, Gzmg, Gzme, Prl8a8	0.0231100665883275	0.776315789473684	0.0448839863065804
1733	MCA	Placenta.Invasive spongiotrophoblast	All	AND	Prl7a2, Ceacam5, Psg28, Cts3, Ctsm	0.98576512455516	0.412816691505216	0.581932773109244
1734	MCA	Placenta.Invasive spongiotrophoblast	Tissue	AND	Prl7a2, Ceacam5, Psg28, Cts3, Ctsm	0.98576512455516	0.412816691505216	0.581932773109244
1735	MCA	Placenta.Invasive spongiotrophoblast	All	OR	Prl7a2, Ceacam5, Psg28, Cts3, Ctsm	0.393404004711425	0.995529061102832	0.563951034191642
1736	MCA	Placenta.Invasive spongiotrophoblast	Tissue	OR	Prl7a2, Ceacam5, Psg28, Cts3, Ctsm	0.394565859421146	0.995529061102832	0.565143824027073
1737	MCA	Placenta.Macrophage_Apoe high	All	AND	Fcrls, Prl3b1, Ccl12, Tpbpa, Psg21	0.739130434782609	0.0885416666666667	0.158139534883721
1738	MCA	Placenta.Macrophage_Apoe high	Tissue	AND	Fcrls, Prl3b1, Ccl12, Tpbpa, Psg21	0.739130434782609	0.0885416666666667	0.158139534883721
1739	MCA	Placenta.Macrophage_Apoe high	All	OR	Fcrls, Prl3b1, Ccl12, Tpbpa, Psg21	0.0254001852096838	1	0.0495419945813443
1740	MCA	Placenta.Macrophage_Apoe high	Tissue	OR	Fcrls, Prl3b1, Ccl12, Tpbpa, Psg21	0.0450175849941383	1	0.0861566075835764
1741	MCA	Placenta.Macrophage_Spp1 high	All	AND	Arg1, Mmp12, F7, Clec4n, Rnase2a	1	0.0077319587628866	0.0153452685421995
1742	MCA	Placenta.Macrophage_Spp1 high	Tissue	AND	Arg1, Mmp12, F7, Clec4n, Rnase2a	1	0.0077319587628866	0.0153452685421995
1743	MCA	Placenta.Macrophage_Spp1 high	All	OR	Arg1, Mmp12, F7, Clec4n, Rnase2a	0.0846097738876732	0.896907216494845	0.154632303932459
1744	MCA	Placenta.Macrophage_Spp1 high	Tissue	OR	Arg1, Mmp12, F7, Clec4n, Rnase2a	0.448453608247423	0.896907216494845	0.597938144329897
1745	MCA	Placenta.Monocyte	All	AND	Gzmf, Prl3b1, Tpbpa, Ceacam11, Psg21	0.0811688311688312	0.0827814569536424	0.0819672131147541
1746	MCA	Placenta.Monocyte	Tissue	AND	Gzmf, Prl3b1, Tpbpa, Ceacam11, Psg21	0.0811688311688312	0.0827814569536424	0.0819672131147541
1747	MCA	Placenta.Monocyte	All	OR	Gzmf, Prl3b1, Tpbpa, Ceacam11, Psg21	0.0689021589343133	0.993377483443709	0.128865979381443
1748	MCA	Placenta.Monocyte	Tissue	OR	Gzmf, Prl3b1, Tpbpa, Ceacam11, Psg21	0.0700607192900514	0.993377483443709	0.130890052356021
1749	MCA	Placenta.NK cell	All	AND	Fcrl6, Sh2d1b2, Gzme, Gzmg, Gm44040	1	0.03125	0.0606060606060606
1750	MCA	Placenta.NK cell	Tissue	AND	Fcrl6, Sh2d1b2, Gzme, Gzmg, Gm44040	1	0.03125	0.0606060606060606
1751	MCA	Placenta.NK cell	All	OR	Fcrl6, Sh2d1b2, Gzme, Gzmg, Gm44040	0.0745052386495925	1	0.138678223185265
1752	MCA	Placenta.NK cell	Tissue	OR	Fcrl6, Sh2d1b2, Gzme, Gzmg, Gm44040	0.0836601307189542	1	0.154402895054282
1753	MCA	Placenta.PE lineage cell_S100g high	All	AND	Aqp8, Igsf1, Lama1, Pga5, Trpc5os	1	0.0396825396825397	0.0763358778625954
1754	MCA	Placenta.PE lineage cell_S100g high	Tissue	AND	Aqp8, Igsf1, Lama1, Pga5, Trpc5os	1	0.0396825396825397	0.0763358778625954
1755	MCA	Placenta.PE lineage cell_S100g high	All	OR	Aqp8, Igsf1, Lama1, Pga5, Trpc5os	0.107051826677995	1	0.193399846508058
1756	MCA	Placenta.PE lineage cell_S100g high	Tissue	OR	Aqp8, Igsf1, Lama1, Pga5, Trpc5os	0.192219679633867	1	0.322456813819578
1757	MCA	Placenta.Progenitor trophoblast_Gjb3 high	All	AND	Ldoc1, Gm9112, Rhox12, Nup62cl, Plac1	0.91304347826087	0.0961098398169336	0.173913043478261
1758	MCA	Placenta.Progenitor trophoblast_Gjb3 high	Tissue	AND	Ldoc1, Gm9112, Rhox12, Nup62cl, Plac1	0.91304347826087	0.0961098398169336	0.173913043478261
1759	MCA	Placenta.Progenitor trophoblast_Gjb3 high	All	OR	Ldoc1, Gm9112, Rhox12, Nup62cl, Plac1	0.163265306122449	0.97025171624714	0.279499011206328
1760	MCA	Placenta.Progenitor trophoblast_Gjb3 high	Tissue	OR	Ldoc1, Gm9112, Rhox12, Nup62cl, Plac1	0.267507886435331	0.97025171624714	0.419386745796241
1761	MCA	Placenta.Spiral artery trophoblast giant cells	All	AND	Serpinb9e, Serpinb9g, Prl6a1, Serpinb9c, Serpinb9d	1	0.0530035335689046	0.100671140939597
1762	MCA	Placenta.Spiral artery trophoblast giant cells	Tissue	AND	Serpinb9e, Serpinb9g, Prl6a1, Serpinb9c, Serpinb9d	1	0.0530035335689046	0.100671140939597
1763	MCA	Placenta.Spiral artery trophoblast giant cells	All	OR	Serpinb9e, Serpinb9g, Prl6a1, Serpinb9c, Serpinb9d	0.223430962343096	0.943462897526502	0.361299052774019
1764	MCA	Placenta.Spiral artery trophoblast giant cells	Tissue	OR	Serpinb9e, Serpinb9g, Prl6a1, Serpinb9c, Serpinb9d	0.243613138686131	0.943462897526502	0.38723712835388
1765	MCA	Placenta.Spongiotrophoblast_Hsd11b2 high	All	AND	Gm13269, Ppp1r3g, Dio3, Fam90a1b, C1ql2	1	0.0512820512820513	0.0975609756097561
1766	MCA	Placenta.Spongiotrophoblast_Hsd11b2 high	Tissue	AND	Gm13269, Ppp1r3g, Dio3, Fam90a1b, C1ql2	1	0.0512820512820513	0.0975609756097561
1767	MCA	Placenta.Spongiotrophoblast_Hsd11b2 high	All	OR	Gm13269, Ppp1r3g, Dio3, Fam90a1b, C1ql2	0.113122171945701	0.961538461538462	0.202429149797571
1768	MCA	Placenta.Spongiotrophoblast_Hsd11b2 high	Tissue	OR	Gm13269, Ppp1r3g, Dio3, Fam90a1b, C1ql2	0.217391304347826	0.961538461538462	0.354609929078014
1769	MCA	Placenta.Spongiotrophoblast_Phlda2 high	All	AND	Dio3, Serpinb9g, Ldoc1, Serpinb9e, Gm9112	0.456140350877193	0.144444444444444	0.219409282700422
1770	MCA	Placenta.Spongiotrophoblast_Phlda2 high	Tissue	AND	Dio3, Serpinb9g, Ldoc1, Serpinb9e, Gm9112	0.456140350877193	0.144444444444444	0.219409282700422
1771	MCA	Placenta.Spongiotrophoblast_Phlda2 high	All	OR	Dio3, Serpinb9g, Ldoc1, Serpinb9e, Gm9112	0.0900155199172271	0.966666666666667	0.16469474680549
1772	MCA	Placenta.Spongiotrophoblast_Phlda2 high	Tissue	OR	Dio3, Serpinb9g, Ldoc1, Serpinb9e, Gm9112	0.111467008327995	0.966666666666667	0.199885123492246
1773	MCA	Placenta.Stromal cell	All	AND	Prl2b1, Prl3b1, Tpbpa, Ceacam14, Tpbpb	0.0261888352860096	0.231707317073171	0.0470588235294118
1774	MCA	Placenta.Stromal cell	Tissue	AND	Prl2b1, Prl3b1, Tpbpa, Ceacam14, Tpbpb	0.0261888352860096	0.231707317073171	0.0470588235294118
1775	MCA	Placenta.Stromal cell	All	OR	Prl2b1, Prl3b1, Tpbpa, Ceacam14, Tpbpb	0.0371213846504213	0.99390243902439	0.071569703622393
1776	MCA	Placenta.Stromal cell	Tissue	OR	Prl2b1, Prl3b1, Tpbpa, Ceacam14, Tpbpb	0.037906976744186	0.99390243902439	0.0730286738351255
1777	MCA	Placenta.Trophoblast progenitor_Taf7l high	All	AND	Gucy1b2, Taf7l, Prl3a1, Prl7a2, Ceacam12	0	0	NA
1778	MCA	Placenta.Trophoblast progenitor_Taf7l high	Tissue	AND	Gucy1b2, Taf7l, Prl3a1, Prl7a2, Ceacam12	0	0	NA
1779	MCA	Placenta.Trophoblast progenitor_Taf7l high	All	OR	Gucy1b2, Taf7l, Prl3a1, Prl7a2, Ceacam12	0.0286815068493151	0.985294117647059	0.0557404326123128
1780	MCA	Placenta.Trophoblast progenitor_Taf7l high	Tissue	OR	Gucy1b2, Taf7l, Prl3a1, Prl7a2, Ceacam12	0.0347150259067358	0.985294117647059	0.0670670670670671
1781	MCA	Prostate.Epithelial cell	All	AND	Msmb, Spink5, Pbsn, Defb50, Sbp	0.0727272727272727	0.0588235294117647	0.0650406504065041
1782	MCA	Prostate.Epithelial cell	Tissue	AND	Msmb, Spink5, Pbsn, Defb50, Sbp	0.0727272727272727	0.0588235294117647	0.0650406504065041
1783	MCA	Prostate.Epithelial cell	All	OR	Msmb, Spink5, Pbsn, Defb50, Sbp	0.0256700641751604	1	0.0500552079499448
1784	MCA	Prostate.Epithelial cell	Tissue	OR	Msmb, Spink5, Pbsn, Defb50, Sbp	0.0271457085828343	1	0.0528565876408861
1785	MCA	Prostate.Prostate gland cell	All	AND	Sbp, Defb50, 5430419D17Rik, 9530002B09Rik, Azgp1	0.905797101449275	0.562303193882141	0.693866222592284
1786	MCA	Prostate.Prostate gland cell	Tissue	AND	Sbp, Defb50, 5430419D17Rik, 9530002B09Rik, Azgp1	0.905797101449275	0.562303193882141	0.693866222592284
1787	MCA	Prostate.Prostate gland cell	All	OR	Sbp, Defb50, 5430419D17Rik, 9530002B09Rik, Azgp1	0.678364357644187	1	0.808363636363636
1788	MCA	Prostate.Prostate gland cell	Tissue	OR	Sbp, Defb50, 5430419D17Rik, 9530002B09Rik, Azgp1	0.887425149700599	1	0.940355329949239
1789	MCA	SmallIntestine.B cell_Ighd high	All	AND	H2-Eb2, Mptx2, Defa22, Defa26, Defa34	0	0	NA
1790	MCA	SmallIntestine.B cell_Ighd high	Tissue	AND	H2-Eb2, Mptx2, Defa22, Defa26, Defa34	0	0	NA
1791	MCA	SmallIntestine.B cell_Ighd high	All	OR	H2-Eb2, Mptx2, Defa22, Defa26, Defa34	0.0210184182015168	0.829059829059829	0.0409974640743872
1792	MCA	SmallIntestine.B cell_Ighd high	Tissue	OR	H2-Eb2, Mptx2, Defa22, Defa26, Defa34	0.0225267069205759	0.829059829059829	0.0438616323762152
1793	MCA	SmallIntestine.B cell_Jchain high	All	AND	Igkv1-110, Iglv1, Igkv1-135, Tnfrsf17, Ccr10	0.882352941176471	0.0136986301369863	0.026978417266187
1794	MCA	SmallIntestine.B cell_Jchain high	Tissue	AND	Igkv1-110, Iglv1, Igkv1-135, Tnfrsf17, Ccr10	0.882352941176471	0.0136986301369863	0.026978417266187
1795	MCA	SmallIntestine.B cell_Jchain high	All	OR	Igkv1-110, Iglv1, Igkv1-135, Tnfrsf17, Ccr10	0.17577353522054	0.975342465753425	0.297866406358946
1796	MCA	SmallIntestine.B cell_Jchain high	Tissue	OR	Igkv1-110, Iglv1, Igkv1-135, Tnfrsf17, Ccr10	0.431166733952362	0.975342465753425	0.597984322508399
1797	MCA	SmallIntestine.Columnar epithelium	All	AND	Tpsg1, Atoh1, Clca1, Muc3a, Ano7	1	0.0187265917602996	0.0367647058823529
1798	MCA	SmallIntestine.Columnar epithelium	Tissue	AND	Tpsg1, Atoh1, Clca1, Muc3a, Ano7	1	0.0187265917602996	0.0367647058823529
1799	MCA	SmallIntestine.Columnar epithelium	All	OR	Tpsg1, Atoh1, Clca1, Muc3a, Ano7	0.167210973220118	0.958801498127341	0.28476084538376
1800	MCA	SmallIntestine.Columnar epithelium	Tissue	OR	Tpsg1, Atoh1, Clca1, Muc3a, Ano7	0.277958740499457	0.958801498127341	0.430976430976431
1801	MCA	SmallIntestine.Dendrtic cell_Cst3 high	All	AND	Apol7c, Apol10b, Slc36a3os, Slamf8, Itgax	1	0.0126582278481013	0.025
1802	MCA	SmallIntestine.Dendrtic cell_Cst3 high	Tissue	AND	Apol7c, Apol10b, Slc36a3os, Slamf8, Itgax	1	0.0126582278481013	0.025
1803	MCA	SmallIntestine.Dendrtic cell_Cst3 high	All	OR	Apol7c, Apol10b, Slc36a3os, Slamf8, Itgax	0.0143737166324435	0.620253164556962	0.0280963302752294
1804	MCA	SmallIntestine.Dendrtic cell_Cst3 high	Tissue	OR	Apol7c, Apol10b, Slc36a3os, Slamf8, Itgax	0.135734072022161	0.620253164556962	0.222727272727273
1805	MCA	SmallIntestine.Epithelial cell_Kcne3 high	All	AND	Clca3b, Cps1, Cdx1, Gm1123, Tm4sf20	0.755555555555556	0.054140127388535	0.101040118870728
1806	MCA	SmallIntestine.Epithelial cell_Kcne3 high	Tissue	AND	Clca3b, Cps1, Cdx1, Gm1123, Tm4sf20	0.755555555555556	0.054140127388535	0.101040118870728
1807	MCA	SmallIntestine.Epithelial cell_Kcne3 high	All	OR	Clca3b, Cps1, Cdx1, Gm1123, Tm4sf20	0.213636363636364	0.898089171974522	0.345165238678091
1808	MCA	SmallIntestine.Epithelial cell_Kcne3 high	Tissue	OR	Clca3b, Cps1, Cdx1, Gm1123, Tm4sf20	0.244791666666667	0.898089171974522	0.384720327421555
1809	MCA	SmallIntestine.Epithelium of small intestinal villi_Fabp1 high	All	AND	Adh6a, Sis, Reg3a, Akr1b7, Ms4a10	0.912280701754386	0.178694158075601	0.298850574712644
1810	MCA	SmallIntestine.Epithelium of small intestinal villi_Fabp1 high	Tissue	AND	Adh6a, Sis, Reg3a, Akr1b7, Ms4a10	0.912280701754386	0.178694158075601	0.298850574712644
1811	MCA	SmallIntestine.Epithelium of small intestinal villi_Fabp1 high	All	OR	Adh6a, Sis, Reg3a, Akr1b7, Ms4a10	0.253339269813001	0.97766323024055	0.402404526166902
1812	MCA	SmallIntestine.Epithelium of small intestinal villi_Fabp1 high	Tissue	OR	Adh6a, Sis, Reg3a, Akr1b7, Ms4a10	0.273689273689274	0.97766323024055	0.427658774896655
1813	MCA	SmallIntestine.Epithelium of small intestinal villi_Fabp6 high	All	AND	Naaladl1, Tmigd1, Slc51a, Slc51b, Xpnpep2	0.969230769230769	0.294392523364486	0.451612903225806
1814	MCA	SmallIntestine.Epithelium of small intestinal villi_Fabp6 high	Tissue	AND	Naaladl1, Tmigd1, Slc51a, Slc51b, Xpnpep2	0.969230769230769	0.294392523364486	0.451612903225806
