	gene	chr	start	end	tissue	cell.type
6945	F5	chr1	166085071	166085459	Liver	Liver.hepatocyte
6946	F5	chr1	166088040	166089139	Liver	Liver.hepatocyte
7545	Gm16548	chr1	166085071	166085459	Liver	Liver.hepatocyte
7546	Gm16548	chr1	166088040	166089139	Liver	Liver.hepatocyte
3754	Uqcrq	chr11	53261666	53262451	Heart	Heart.cardiac muscle cell
8643	Leap2	chr11	53261666	53262451	Liver	Liver.hepatocyte
8644	Leap2	chr11	53265884	53266324	Liver	Liver.hepatocyte
11388	Shroom1	chr11	53261666	53262451	Liver	Liver.hepatocyte
11389	Shroom1	chr11	53265884	53266324	Liver	Liver.hepatocyte
12887	Uqcrq	chr11	53261666	53262451	Liver	Liver.hepatocyte
12888	Uqcrq	chr11	53265884	53266324	Liver	Liver.hepatocyte
11865	Sorbs1	chr19	40538076	40539640	Liver	Liver.hepatocyte
11866.1	Sorbs1	chr19	40551534	40553538	Liver	Liver.hepatocyte
11867.1	Sorbs1	chr19	40561624	40563939	Liver	Liver.hepatocyte
11868.1	Sorbs1	chr19	40573458	40575124	Liver	Liver.hepatocyte
6485	Dgkq	chr5	109097538	109099256	Liver	Liver.hepatocyte
6486	Dgkq	chr5	109099850	109100339	Liver	Liver.hepatocyte
7192	Fgfrl1	chr5	109097538	109099256	Liver	Liver.hepatocyte
7193	Fgfrl1	chr5	109099850	109100339	Liver	Liver.hepatocyte
8190	Idua	chr5	109097538	109099256	Liver	Liver.hepatocyte
8191	Idua	chr5	109099850	109100339	Liver	Liver.hepatocyte
11644	Slc26a1	chr5	109097538	109099256	Liver	Liver.hepatocyte
11645	Slc26a1	chr5	109099850	109100339	Liver	Liver.hepatocyte
12405	Tmem175	chr5	109097538	109099256	Liver	Liver.hepatocyte
12406	Tmem175	chr5	109099850	109100339	Liver	Liver.hepatocyte
9820	Palld	chr8	64036525	64037594	Liver	Liver.hepatocyte
9821	Palld	chr8	64038022	64039333	Liver	Liver.hepatocyte
9822	Palld	chr8	64051127	64052527	Liver	Liver.hepatocyte
3532	Tmem63b	chr17	45830160	45831716	Heart	Heart.cardiac muscle cell
3533	Tmem63b	chr17	45831849	45832998	Heart	Heart.cardiac muscle cell
3534	Tmem63b	chr17	45837191	45839736	Heart	Heart.cardiac muscle cell
9131	Mrpl14	chr17	45830160	45831716	Liver	Liver.hepatocyte
9132	Mrpl14	chr17	45837191	45839736	Liver	Liver.hepatocyte
12446	Tmem63b	chr17	45830160	45831716	Liver	Liver.hepatocyte
12447	Tmem63b	chr17	45837191	45839736	Liver	Liver.hepatocyte
11132	Sdc1	chr12	8782133	8782467	Liver	Liver.hepatocyte
11133	Sdc1	chr12	8786640	8787048	Liver	Liver.hepatocyte
11134	Sdc1	chr12	8799916	8801665	Liver	Liver.hepatocyte
9811	Pah	chr10	86980900	86981720	Liver	Liver.hepatocyte
9812	Pah	chr10	87008530	87009969	Liver	Liver.hepatocyte
5494	Camk2n1	chr4	138009264	138012516	Liver	Liver.hepatocyte
9271	Mul1	chr4	138009264	138012516	Liver	Liver.hepatocyte
4273	Abcb6	chr1	75143945	75144749	Liver	Liver.hepatocyte
4274	Abcb6	chr1	75144954	75145774	Liver	Liver.hepatocyte
4840	Ankzf1	chr1	75143945	75144749	Liver	Liver.hepatocyte
4841	Ankzf1	chr1	75144954	75145774	Liver	Liver.hepatocyte
5107	Atg9a	chr1	75143945	75144749	Liver	Liver.hepatocyte
5108	Atg9a	chr1	75144954	75145774	Liver	Liver.hepatocyte
9500	Nhej1	chr1	75143945	75144749	Liver	Liver.hepatocyte
9501	Nhej1	chr1	75144954	75145774	Liver	Liver.hepatocyte
13169	Zfand2b	chr1	75143945	75144749	Liver	Liver.hepatocyte
13170	Zfand2b	chr1	75144954	75145774	Liver	Liver.hepatocyte
9487.1	Nfix	chr8	87248307	87250371	Liver	Liver.hepatocyte
12603.1	Trmt1	chr8	87233012	87234305	Liver	Liver.hepatocyte
12604.1	Trmt1	chr8	87234357	87235146	Liver	Liver.hepatocyte
12605.1	Trmt1	chr8	87246363	87248286	Liver	Liver.hepatocyte
12606.1	Trmt1	chr8	87248307	87250371	Liver	Liver.hepatocyte
6202	Cyp2d10	chr15	82208859	82209596	Liver	Liver.hepatocyte
6213	Cyp2d11	chr15	82208859	82209596	Liver	Liver.hepatocyte
6227	Cyp2d22	chr15	82208859	82209596	Liver	Liver.hepatocyte
9338	Naga	chr15	82208859	82209596	Liver	Liver.hepatocyte
9410	Ndufa6	chr15	82208859	82209596	Liver	Liver.hepatocyte
12474	Tnfrsf1b	chr4	144809067	144810298	Liver	Liver.hepatocyte
12992	Vps13d	chr4	144809067	144810298	Liver	Liver.hepatocyte
9737	Onecut2	chr18	64491921	64493421	Liver	Liver.hepatocyte
9738	Onecut2	chr18	64501936	64502793	Liver	Liver.hepatocyte
9739	Onecut2	chr18	64503432	64503632	Liver	Liver.hepatocyte
9740	Onecut2	chr18	64505322	64505808	Liver	Liver.hepatocyte
9741	Onecut2	chr18	64508682	64509077	Liver	Liver.hepatocyte
9742	Onecut2	chr18	64509509	64510879	Liver	Liver.hepatocyte
324	Aldob	chr4	49572447	49573835	Heart	Heart.cardiac muscle cell
4731	Aldob	chr4	49559829	49560421	Liver	Liver.hepatocyte
4732	Aldob	chr4	49570933	49571716	Liver	Liver.hepatocyte
4733	Aldob	chr4	49572447	49573835	Liver	Liver.hepatocyte
5242	Baat	chr4	49559829	49560421	Liver	Liver.hepatocyte
9166	Mrpl50	chr4	49559829	49560421	Liver	Liver.hepatocyte
9167	Mrpl50	chr4	49570933	49571716	Liver	Liver.hepatocyte
9168	Mrpl50	chr4	49572447	49573835	Liver	Liver.hepatocyte
4138	4833418N02Rik	chr17	87684007	87684365	Liver	Liver.hepatocyte
4139	4833418N02Rik	chr17	87687420	87687866	Liver	Liver.hepatocyte
4140	4833418N02Rik	chr17	87690191	87690801	Liver	Liver.hepatocyte
8930	Mcfd2	chr17	87684007	87684365	Liver	Liver.hepatocyte
8931	Mcfd2	chr17	87687420	87687866	Liver	Liver.hepatocyte
8932	Mcfd2	chr17	87690191	87690801	Liver	Liver.hepatocyte
12680	Ttc7	chr17	87684007	87684365	Liver	Liver.hepatocyte
12681	Ttc7	chr17	87687420	87687866	Liver	Liver.hepatocyte
12682	Ttc7	chr17	87690191	87690801	Liver	Liver.hepatocyte
1918	Map2k3	chr11	60748394	60749503	Heart	Heart.cardiac muscle cell
1919	Map2k3	chr11	60752780	60753564	Heart	Heart.cardiac muscle cell
8851	Map2k3	chr11	60748394	60749503	Liver	Liver.hepatocyte
1091	Esrra	chr19	7012216	7013089	Heart	Heart.cardiac muscle cell
1092	Esrra	chr19	7024892	7027524	Heart	Heart.cardiac muscle cell
1367	Gpr137	chr19	7012216	7013089	Heart	Heart.cardiac muscle cell
1368	Gpr137	chr19	7024892	7027524	Heart	Heart.cardiac muscle cell
2423	Nudt22	chr19	7024892	7027524	Heart	Heart.cardiac muscle cell
3621	Trpt1	chr19	7024892	7027524	Heart	Heart.cardiac muscle cell
5246	Bad	chr19	7012216	7013089	Liver	Liver.hepatocyte
5247	Bad	chr19	7024892	7027524	Liver	Liver.hepatocyte
6593	Dnajc4	chr19	7024892	7027524	Liver	Liver.hepatocyte
7225	Fkbp2	chr19	7012216	7013089	Liver	Liver.hepatocyte
7226	Fkbp2	chr19	7024892	7027524	Liver	Liver.hepatocyte
7680	Gpr137	chr19	7012216	7013089	Liver	Liver.hepatocyte
7681	Gpr137	chr19	7024892	7027524	Liver	Liver.hepatocyte
9672	Nudt22	chr19	7024892	7027524	Liver	Liver.hepatocyte
10333	Ppp1r14b	chr19	7012216	7013089	Liver	Liver.hepatocyte
10334	Ppp1r14b	chr19	7024892	7027524	Liver	Liver.hepatocyte
10396	Prdx5	chr19	7012216	7013089	Liver	Liver.hepatocyte
10397	Prdx5	chr19	7024892	7027524	Liver	Liver.hepatocyte
12609	Trmt112	chr19	7012216	7013089	Liver	Liver.hepatocyte
12610	Trmt112	chr19	7024892	7027524	Liver	Liver.hepatocyte
12622	Trpt1	chr19	7024892	7027524	Liver	Liver.hepatocyte
12970	Vegfb	chr19	7012216	7013089	Liver	Liver.hepatocyte
12971	Vegfb	chr19	7024892	7027524	Liver	Liver.hepatocyte
8656	Lgals8	chr13	12546827	12547832	Liver	Liver.hepatocyte
8657	Lgals8	chr13	12548962	12549379	Liver	Liver.hepatocyte
4208	A730017L22Rik	chr2	130723347	130725239	Liver	Liver.hepatocyte
4209	A730017L22Rik	chr2	130734702	130735367	Liver	Liver.hepatocyte
4210	A730017L22Rik	chr2	130737457	130738118	Liver	Liver.hepatocyte
4211	A730017L22Rik	chr2	130743296	130743870	Liver	Liver.hepatocyte
4212	A730017L22Rik	chr2	130744739	130745471	Liver	Liver.hepatocyte
4213	A730017L22Rik	chr2	130753574	130754155	Liver	Liver.hepatocyte
4214	A730017L22Rik	chr2	130755583	130756156	Liver	Liver.hepatocyte
5175	Atrn	chr2	130723347	130725239	Liver	Liver.hepatocyte
5176	Atrn	chr2	130734702	130735367	Liver	Liver.hepatocyte
5177	Atrn	chr2	130737457	130738118	Liver	Liver.hepatocyte
5178	Atrn	chr2	130743296	130743870	Liver	Liver.hepatocyte
5179	Atrn	chr2	130744739	130745471	Liver	Liver.hepatocyte
5180	Atrn	chr2	130753574	130754155	Liver	Liver.hepatocyte
5181	Atrn	chr2	130755583	130756156	Liver	Liver.hepatocyte
8863	Mapk14	chr17	28833568	28833980	Liver	Liver.hepatocyte
1532	Hscb	chr5	111231148	111231761	Heart	Heart.cardiac muscle cell
1533	Hscb	chr5	111235693	111236143	Heart	Heart.cardiac muscle cell
3744	Ulk1	chr5	111231148	111231761	Heart	Heart.cardiac muscle cell
3745	Ulk1	chr5	111235693	111236143	Heart	Heart.cardiac muscle cell
8103	Hscb	chr5	111226698	111227205	Liver	Liver.hepatocyte
8104	Hscb	chr5	111229519	111230568	Liver	Liver.hepatocyte
10603	Pus1	chr5	111226698	111227205	Liver	Liver.hepatocyte
10604	Pus1	chr5	111229519	111230568	Liver	Liver.hepatocyte
12854	Ulk1	chr5	111226698	111227205	Liver	Liver.hepatocyte
12855	Ulk1	chr5	111229519	111230568	Liver	Liver.hepatocyte
7499	Gls2	chr10	127638360	127639560	Liver	Liver.hepatocyte
11918	Spryd4	chr10	127638360	127639560	Liver	Liver.hepatocyte
6893	Errfi1	chr4	150240205	150240994	Liver	Liver.hepatocyte
6894	Errfi1	chr4	150243545	150244190	Liver	Liver.hepatocyte
6895	Errfi1	chr4	150244926	150246897	Liver	Liver.hepatocyte
9848	Park7	chr4	150240205	150240994	Liver	Liver.hepatocyte
9849	Park7	chr4	150243545	150244190	Liver	Liver.hepatocyte
9850	Park7	chr4	150244926	150246897	Liver	Liver.hepatocyte
10917	Rnf125	chr18	21089502	21090740	Liver	Liver.hepatocyte
10918	Rnf125	chr18	21094858	21095817	Liver	Liver.hepatocyte
10919	Rnf125	chr18	21097148	21097932	Liver	Liver.hepatocyte
10920	Rnf125	chr18	21101182	21101994	Liver	Liver.hepatocyte
12563	Trappc8	chr18	21089502	21090740	Liver	Liver.hepatocyte
12564	Trappc8	chr18	21094858	21095817	Liver	Liver.hepatocyte
12565	Trappc8	chr18	21097148	21097932	Liver	Liver.hepatocyte
12566	Trappc8	chr18	21101182	21101994	Liver	Liver.hepatocyte
7289	Fuca1	chr4	135513734	135514905	Liver	Liver.hepatocyte
7344	Gale	chr4	135513734	135514905	Liver	Liver.hepatocyte
8029	Hmgcl	chr4	135513734	135514905	Liver	Liver.hepatocyte
8819	Lypla2	chr4	135513734	135514905	Liver	Liver.hepatocyte
1745	Klhl21	chr4	151385509	151385803	Heart	Heart.cardiac muscle cell
1746	Klhl21	chr4	151387178	151388018	Heart	Heart.cardiac muscle cell
5000	Arhgef26	chr3	62156007	62156346	Liver	Liver.hepatocyte
4169	4933431G14Rik	chr6	72089565	72091994	Liver	Liver.hepatocyte
4170	4933431G14Rik	chr6	72092188	72092948	Liver	Liver.hepatocyte
4171	4933431G14Rik	chr6	72108871	72109344	Liver	Liver.hepatocyte
4172	4933431G14Rik	chr6	72111487	72112813	Liver	Liver.hepatocyte
5374	Bphl	chr13	34130603	34131682	Liver	Liver.hepatocyte
5375	Bphl	chr13	34137421	34138952	Liver	Liver.hepatocyte
5376	Bphl	chr13	34145550	34147473	Liver	Liver.hepatocyte
12711	Tubb2a	chr13	34130603	34131682	Liver	Liver.hepatocyte
12712	Tubb2a	chr13	34137421	34138952	Liver	Liver.hepatocyte
12713	Tubb2a	chr13	34145550	34147473	Liver	Liver.hepatocyte
8598	Larp1	chr11	57775671	57777269	Liver	Liver.hepatocyte
8599	Larp1	chr11	57786325	57787901	Liver	Liver.hepatocyte
8600	Larp1	chr11	57794745	57795767	Liver	Liver.hepatocyte
8601	Larp1	chr11	57797138	57797923	Liver	Liver.hepatocyte
8602	Larp1	chr11	57821455	57824450	Liver	Liver.hepatocyte
7978	Hhex	chr19	37510951	37511930	Liver	Liver.hepatocyte
13835	Hhex	chr19	37510951	37511930	Spleen	Spleen.B cell
5015.1	Arl4d	chr11	101518950	101520554	Liver	Liver.hepatocyte
5016.1	Arl4d	chr11	101528066	101528987	Liver	Liver.hepatocyte
5017	Arl4d	chr11	101543655	101545400	Liver	Liver.hepatocyte
10805.1	Rdm1	chr11	101518950	101520554	Liver	Liver.hepatocyte
10806.1	Rdm1	chr11	101528066	101528987	Liver	Liver.hepatocyte
9775	Osbpl9	chr4	108789087	108789503	Liver	Liver.hepatocyte
1282	Glrx5	chr12	106230578	106231569	Heart	Heart.cardiac muscle cell
7496	Glrx5	chr12	106240855	106241388	Liver	Liver.hepatocyte
72	2310039L15Rik	chr10	94760231	94761094	Heart	Heart.cardiac muscle cell
73.1	2310039L15Rik	chr10	94775862	94777146	Heart	Heart.cardiac muscle cell
74.1	2310039L15Rik	chr10	94780382	94781430	Heart	Heart.cardiac muscle cell
10615	Pygl	chr12	71326645	71327079	Liver	Liver.hepatocyte
10616	Pygl	chr12	71332860	71333600	Liver	Liver.hepatocyte
6091	Csad	chr15	102024161	102024608	Liver	Liver.hepatocyte
11859	Soat2	chr15	102024161	102024608	Liver	Liver.hepatocyte
1422	Hamp	chr7	31740747	31742833	Heart	Heart.cardiac muscle cell
7018	Fam187b	chr7	31738932	31739591	Liver	Liver.hepatocyte
7019	Fam187b	chr7	31740747	31742833	Liver	Liver.hepatocyte
7894	Hamp	chr7	31738932	31739591	Liver	Liver.hepatocyte
7895	Hamp	chr7	31740747	31742833	Liver	Liver.hepatocyte
7898	Hamp2	chr7	31738932	31739591	Liver	Liver.hepatocyte
7899	Hamp2	chr7	31740747	31742833	Liver	Liver.hepatocyte
8809	Lsr	chr7	31738932	31739591	Liver	Liver.hepatocyte
8810	Lsr	chr7	31740747	31742833	Liver	Liver.hepatocyte
12901	Usf2	chr7	31738932	31739591	Liver	Liver.hepatocyte
12902	Usf2	chr7	31740747	31742833	Liver	Liver.hepatocyte
3667	Ttr	chr18	20801190	20802288	Heart	Heart.cardiac muscle cell
3668	Ttr	chr18	20828963	20830065	Heart	Heart.cardiac muscle cell
12695	Ttr	chr18	20800716	20801001	Liver	Liver.hepatocyte
12696	Ttr	chr18	20801190	20802288	Liver	Liver.hepatocyte
12697	Ttr	chr18	20811512	20812613	Liver	Liver.hepatocyte
12698	Ttr	chr18	20813076	20813710	Liver	Liver.hepatocyte
12699	Ttr	chr18	20818263	20819516	Liver	Liver.hepatocyte
12700	Ttr	chr18	20821223	20821621	Liver	Liver.hepatocyte
12701	Ttr	chr18	20821888	20822178	Liver	Liver.hepatocyte
12702	Ttr	chr18	20828963	20830065	Liver	Liver.hepatocyte
9030	Minpp1	chr19	32600791	32601967	Liver	Liver.hepatocyte
9031	Minpp1	chr19	32606171	32607860	Liver	Liver.hepatocyte
9828	Papss2	chr19	32624783	32625414	Liver	Liver.hepatocyte
8347	Irak2	chr6	113599241	113600516	Liver	Liver.hepatocyte
8348	Irak2	chr6	113606555	113607269	Liver	Liver.hepatocyte
8349	Irak2	chr6	113609596	113612469	Liver	Liver.hepatocyte
8350	Irak2	chr6	113618295	113620275	Liver	Liver.hepatocyte
12977	Vhl	chr6	113599241	113600516	Liver	Liver.hepatocyte
12978	Vhl	chr6	113606555	113607269	Liver	Liver.hepatocyte
12979	Vhl	chr6	113609596	113612469	Liver	Liver.hepatocyte
12980	Vhl	chr6	113618295	113620275	Liver	Liver.hepatocyte
13898	Irak2	chr6	113599241	113600516	Spleen	Spleen.B cell
13899	Irak2	chr6	113609596	113612469	Spleen	Spleen.B cell
13900	Irak2	chr6	113613237	113613652	Spleen	Spleen.B cell
11499	Slc17a1	chr13	23911858	23912985	Liver	Liver.hepatocyte
11500	Slc17a1	chr13	23928326	23928938	Liver	Liver.hepatocyte
11501	Slc17a1	chr13	23932747	23933155	Liver	Liver.hepatocyte
11503	Slc17a2	chr13	23911858	23912985	Liver	Liver.hepatocyte
11504	Slc17a2	chr13	23928326	23928938	Liver	Liver.hepatocyte
11505	Slc17a2	chr13	23932747	23933155	Liver	Liver.hepatocyte
11506	Slc17a3	chr13	23911858	23912985	Liver	Liver.hepatocyte
11507	Slc17a3	chr13	23928326	23928938	Liver	Liver.hepatocyte
11508	Slc17a3	chr13	23932747	23933155	Liver	Liver.hepatocyte
8406	Itih4	chr14	31674489	31676268	Liver	Liver.hepatocyte
8407	Itih4	chr14	31681852	31682381	Liver	Liver.hepatocyte
8408	Itih4	chr14	31682433	31684539	Liver	Liver.hepatocyte
12368	Tmem110	chr14	31674489	31676268	Liver	Liver.hepatocyte
12369	Tmem110	chr14	31681852	31682381	Liver	Liver.hepatocyte
12370	Tmem110	chr14	31682433	31684539	Liver	Liver.hepatocyte
13149	Zcchc2	chr1	107873962	107874821	Liver	Liver.hepatocyte
13150	Zcchc2	chr1	107889785	107890800	Liver	Liver.hepatocyte
490	Bcat2	chr7	52822529	52824349	Heart	Heart.cardiac muscle cell
3963	0610005C13Rik	chr7	52822529	52824349	Liver	Liver.hepatocyte
5279	Bcat2	chr7	52822529	52824349	Liver	Liver.hepatocyte
7185	Fgf21	chr7	52822529	52824349	Liver	Liver.hepatocyte
1870	Lrrc2	chr9	110897123	110897783	Heart	Heart.cardiac muscle cell
11028	Rtp3	chr9	110890672	110890948	Liver	Liver.hepatocyte
11029	Rtp3	chr9	110895646	110896198	Liver	Liver.hepatocyte
11030	Rtp3	chr9	110897123	110897783	Liver	Liver.hepatocyte
6078	Cry2	chr2	92261813	92262507	Liver	Liver.hepatocyte
6079.1	Cry2	chr2	92272131	92273049	Liver	Liver.hepatocyte
9984	Pex16	chr2	92261813	92262507	Liver	Liver.hepatocyte
11681	Slc35c1	chr2	92261813	92262507	Liver	Liver.hepatocyte
11682.1	Slc35c1	chr2	92272131	92273049	Liver	Liver.hepatocyte
677	Cmbl	chr15	31500171	31502707	Heart	Heart.cardiac muscle cell
1151	Fam173b	chr15	31500171	31502707	Heart	Heart.cardiac muscle cell
1948	March6	chr15	31500171	31502707	Heart	Heart.cardiac muscle cell
5604	Cct5	chr15	31493143	31495661	Liver	Liver.hepatocyte
5605	Cct5	chr15	31500171	31502707	Liver	Liver.hepatocyte
5606	Cct5	chr15	31512766	31514063	Liver	Liver.hepatocyte
5871	Cmbl	chr15	31493143	31495661	Liver	Liver.hepatocyte
5872	Cmbl	chr15	31500171	31502707	Liver	Liver.hepatocyte
5873	Cmbl	chr15	31512766	31514063	Liver	Liver.hepatocyte
7013	Fam173b	chr15	31493143	31495661	Liver	Liver.hepatocyte
7014	Fam173b	chr15	31500171	31502707	Liver	Liver.hepatocyte
7015	Fam173b	chr15	31512766	31514063	Liver	Liver.hepatocyte
8886	March6	chr15	31493143	31495661	Liver	Liver.hepatocyte
8887	March6	chr15	31500171	31502707	Liver	Liver.hepatocyte
1441	Hectd1	chr12	52929421	52931630	Heart	Heart.cardiac muscle cell
1442	Hectd1	chr12	52944648	52946701	Heart	Heart.cardiac muscle cell
10842	Rfc5	chr5	117809436	117810526	Liver	Liver.hepatocyte
10843	Rfc5	chr5	117810600	117811167	Liver	Liver.hepatocyte
10844	Rfc5	chr5	117814587	117815304	Liver	Liver.hepatocyte
10845	Rfc5	chr5	117815693	117816595	Liver	Liver.hepatocyte
13061	Wsb2	chr5	117809436	117810526	Liver	Liver.hepatocyte
13062	Wsb2	chr5	117810600	117811167	Liver	Liver.hepatocyte
13063	Wsb2	chr5	117814587	117815304	Liver	Liver.hepatocyte
13064	Wsb2	chr5	117815693	117816595	Liver	Liver.hepatocyte
5551	Cbs	chr17	31767885	31769066	Liver	Liver.hepatocyte
5552	Cbs	chr17	31769975	31770471	Liver	Liver.hepatocyte
5553	Cbs	chr17	31772729	31773098	Liver	Liver.hepatocyte
12752	U2af1	chr17	31767885	31769066	Liver	Liver.hepatocyte
12753	U2af1	chr17	31769975	31770471	Liver	Liver.hepatocyte
12754	U2af1	chr17	31772729	31773098	Liver	Liver.hepatocyte
10121	Pla2g6	chr15	79152040	79154429	Liver	Liver.hepatocyte
10122	Pla2g6	chr15	79163687	79164683	Liver	Liver.hepatocyte
8856	Map3k2	chr18	32306638	32307982	Liver	Liver.hepatocyte
10442	Proc	chr18	32306638	32307982	Liver	Liver.hepatocyte
6314	D130020L05Rik	chr12	102323090	102323983	Liver	Liver.hepatocyte
6315	D130020L05Rik	chr12	102324338	102324619	Liver	Liver.hepatocyte
6316	D130020L05Rik	chr12	102325625	102325996	Liver	Liver.hepatocyte
905	Dhdh	chr7	52748240	52749042	Heart	Heart.cardiac muscle cell
6498	Dhdh	chr7	52746228	52746998	Liver	Liver.hepatocyte
5611	Cd302	chr2	60107601	60108523	Liver	Liver.hepatocyte
6387	Dctpp1	chr7	134419897	134420744	Liver	Liver.hepatocyte
11224	Sephs2	chr7	134419897	134420744	Liver	Liver.hepatocyte
13270	Zfp771	chr7	134419897	134420744	Liver	Liver.hepatocyte
7994	Hip1r	chr5	124441931	124444018	Liver	Liver.hepatocyte
7995	Hip1r	chr5	124450496	124451516	Liver	Liver.hepatocyte
7996	Hip1r	chr5	124452816	124453673	Liver	Liver.hepatocyte
7997	Hip1r	chr5	124454206	124455465	Liver	Liver.hepatocyte
13837	Hip1r	chr5	124461582	124462329	Spleen	Spleen.B cell
13838	Hip1r	chr5	124463890	124464509	Spleen	Spleen.B cell
13839	Hip1r	chr5	124464708	124465334	Spleen	Spleen.B cell
11185	Sec14l4	chr11	3934898	3936364	Liver	Liver.hepatocyte
7938	Hebp1	chr6	135112286	135112863	Liver	Liver.hepatocyte
7939	Hebp1	chr6	135115248	135116098	Liver	Liver.hepatocyte
4769	Als2cl	chr9	110779636	110780976	Liver	Liver.hepatocyte
12455	Tmie	chr9	110779636	110780976	Liver	Liver.hepatocyte
886	Dffa	chr4	148455436	148456435	Heart	Heart.cardiac muscle cell
6464	Dffa	chr4	148465256	148466049	Liver	Liver.hepatocyte
6465	Dffa	chr4	148471911	148472610	Liver	Liver.hepatocyte
9982	Pex14	chr4	148465256	148466049	Liver	Liver.hepatocyte
9983	Pex14	chr4	148471911	148472610	Liver	Liver.hepatocyte
3818.1	Xirp1	chr9	119919722	119921170	Heart	Heart.cardiac muscle cell
3819.1	Xirp1	chr9	119922655	119923359	Heart	Heart.cardiac muscle cell
9245	Mtmr4	chr11	87404534	87406783	Liver	Liver.hepatocyte
9246	Mtmr4	chr11	87408654	87409325	Liver	Liver.hepatocyte
10581	Ptpn3	chr4	57296826	57297366	Liver	Liver.hepatocyte
10582	Ptpn3	chr4	57307695	57308476	Liver	Liver.hepatocyte
10283	Ppara	chr15	85604730	85605679	Liver	Liver.hepatocyte
290	Agt	chr8	127091065	127091980	Heart	Heart.cardiac muscle cell
4587	Agt	chr8	127091065	127091980	Liver	Liver.hepatocyte
4588	Agt	chr8	127095579	127096275	Liver	Liver.hepatocyte
5901	Cog2	chr8	127091065	127091980	Liver	Liver.hepatocyte
9463	Nek6	chr2	38357677	38359563	Liver	Liver.hepatocyte
8381	Isy1	chr6	87738901	87740249	Liver	Liver.hepatocyte
10661	Rab43	chr6	87738901	87740249	Liver	Liver.hepatocyte
10278	Ppara	chr15	85570373	85571014	Liver	Liver.hepatocyte
10279	Ppara	chr15	85572865	85573421	Liver	Liver.hepatocyte
4959	Aqp9	chr9	71005814	71006493	Liver	Liver.hepatocyte
4960	Aqp9	chr9	71007536	71008098	Liver	Liver.hepatocyte
4961	Aqp9	chr9	71012764	71013684	Liver	Liver.hepatocyte
6189	Cyp27a1	chr1	74765713	74766196	Liver	Liver.hepatocyte
6190	Cyp27a1	chr1	74767637	74768873	Liver	Liver.hepatocyte
10235.1	Polr1d	chr5	147862045	147863777	Liver	Liver.hepatocyte
2845	Pptc7	chr5	122697386	122698291	Heart	Heart.cardiac muscle cell
13846	Hvcn1	chr5	122668852	122670928	Spleen	Spleen.B cell
13847	Hvcn1	chr5	122681957	122682623	Spleen	Spleen.B cell
13848	Hvcn1	chr5	122682948	122684154	Spleen	Spleen.B cell
13849	Hvcn1	chr5	122692409	122694347	Spleen	Spleen.B cell
13850	Hvcn1	chr5	122701488	122702794	Spleen	Spleen.B cell
13851	Hvcn1	chr5	122707959	122708863	Spleen	Spleen.B cell
14362	Tctn1	chr5	122668852	122670928	Spleen	Spleen.B cell
14363	Tctn1	chr5	122681957	122682623	Spleen	Spleen.B cell
14364	Tctn1	chr5	122682948	122684154	Spleen	Spleen.B cell
14365	Tctn1	chr5	122692409	122694347	Spleen	Spleen.B cell
14366	Tctn1	chr5	122701488	122702794	Spleen	Spleen.B cell
14367	Tctn1	chr5	122707959	122708863	Spleen	Spleen.B cell
14368	Tctn1	chr5	122712145	122712390	Spleen	Spleen.B cell
14369	Tctn1	chr5	122717287	122717535	Spleen	Spleen.B cell
5402.2	Btbd2	chr10	80126223	80128516	Liver	Liver.hepatocyte
5403	Btbd2	chr10	80146501	80147349	Liver	Liver.hepatocyte
8419.2	Izumo4	chr10	80126223	80128516	Liver	Liver.hepatocyte
8420	Izumo4	chr10	80146501	80147349	Liver	Liver.hepatocyte
1068	Ensa	chr3	95436377	95437480	Heart	Heart.cardiac muscle cell
1069.2	Ensa	chr3	95465852	95466597	Heart	Heart.cardiac muscle cell
1070.2	Ensa	chr3	95469964	95470767	Heart	Heart.cardiac muscle cell
1071.2	Ensa	chr3	95471477	95473467	Heart	Heart.cardiac muscle cell
1072.2	Ensa	chr3	95476400	95478532	Heart	Heart.cardiac muscle cell
6823	Ensa	chr3	95439544	95440484	Liver	Liver.hepatocyte
6824.2	Ensa	chr3	95465852	95466597	Liver	Liver.hepatocyte
6825.2	Ensa	chr3	95471477	95473467	Liver	Liver.hepatocyte
7622	Golph3l	chr3	95439544	95440484	Liver	Liver.hepatocyte
1988.2	Med29	chr7	29160407	29161257	Heart	Heart.cardiac muscle cell
1989.2	Med29	chr7	29165918	29168527	Heart	Heart.cardiac muscle cell
2498.2	Paf1	chr7	29160407	29161257	Heart	Heart.cardiac muscle cell
2499.2	Paf1	chr7	29165918	29168527	Heart	Heart.cardiac muscle cell
8968.2	Med29	chr7	29165918	29168527	Liver	Liver.hepatocyte
9807.2	Paf1	chr7	29165918	29168527	Liver	Liver.hepatocyte
14460.2	Zfp36	chr7	29165918	29168527	Spleen	Spleen.B cell
13962	Ly6e	chr15	74736233	74737310	Spleen	Spleen.B cell
13963	Ly6e	chr15	74749967	74750623	Spleen	Spleen.B cell
13964.1	Ly6e	chr15	74750932	74751529	Spleen	Spleen.B cell
13965.1	Ly6e	chr15	74752810	74754903	Spleen	Spleen.B cell
13966.1	Ly6e	chr15	74756206	74756847	Spleen	Spleen.B cell
13967.1	Ly6e	chr15	74757109	74757581	Spleen	Spleen.B cell
