	gene	chr	start	end	tissue	cell.type
11930	Srd5a1	chr13	69721123	69721766	Liver	Liver.hepatocyte
11931	Srd5a1	chr13	69733751	69735951	Liver	Liver.hepatocyte
11936	Srd5a1	chr13	69792849	69795003	Liver	Liver.hepatocyte
11937	Srd5a2	chr17	74406310	74407555	Liver	Liver.hepatocyte
11938	Srd5a2	chr17	74427761	74428869	Liver	Liver.hepatocyte
11940	Srebf1	chr11	60053948	60055603	Liver	Liver.hepatocyte
11942	Srebf2	chr15	82013777	82015821	Liver	Liver.hepatocyte
11943	Srm	chr4	147964612	147966682	Liver	Liver.hepatocyte
11944	Srm	chr4	147977858	147979304	Liver	Liver.hepatocyte
11945	Srm	chr4	147994524	147995565	Liver	Liver.hepatocyte
11946	Srprb	chr9	103109910	103110883	Liver	Liver.hepatocyte
11949	Srr	chr11	74708120	74708766	Liver	Liver.hepatocyte
11951	Srsf6	chr2	162798316	162798887	Liver	Liver.hepatocyte
11952	Srsf6	chr2	162800628	162802381	Liver	Liver.hepatocyte
11953	Ssbp3	chr4	106541716	106544010	Liver	Liver.hepatocyte
11954	Ssbp3	chr4	106605825	106607043	Liver	Liver.hepatocyte
11955	Ssr2	chr3	88372670	88373999	Liver	Liver.hepatocyte
11956	Ssr2	chr3	88394990	88398479	Liver	Liver.hepatocyte
11957	Ssrp1	chr2	84835977	84837104	Liver	Liver.hepatocyte
11958	Ssrp1	chr2	84887225	84889208	Liver	Liver.hepatocyte
11959	Ssrp1	chr2	84900235	84901827	Liver	Liver.hepatocyte
11960	Ssrp1	chr2	84911170	84912764	Liver	Liver.hepatocyte
11969	St6gal1	chr16	23294251	23294870	Liver	Liver.hepatocyte
11970	St6galnac6	chr2	32463598	32465043	Liver	Liver.hepatocyte
11971	St7	chr6	17695161	17696133	Liver	Liver.hepatocyte
11972	Stap2	chr17	56115257	56116735	Liver	Liver.hepatocyte
11973	Stap2	chr17	56135389	56136273	Liver	Liver.hepatocyte
11974	Stard10	chr7	108449018	108451646	Liver	Liver.hepatocyte
11975	Stard10	chr7	108458527	108459956	Liver	Liver.hepatocyte
11984	Stard13	chr5	152025182	152026280	Liver	Liver.hepatocyte
11985	Stard13	chr5	152035323	152036770	Liver	Liver.hepatocyte
11986	Stard3nl	chr13	19455921	19456723	Liver	Liver.hepatocyte
11987	Stard4	chr18	33349347	33350489	Liver	Liver.hepatocyte
11988	Stard4	chr18	33371304	33371808	Liver	Liver.hepatocyte
11989	Stard5	chr7	90782368	90782703	Liver	Liver.hepatocyte
11990	Stard5	chr7	90785998	90787198	Liver	Liver.hepatocyte
11996	Stat5a	chr11	100731422	100732854	Liver	Liver.hepatocyte
11997	Stat5b	chr11	100651686	100653343	Liver	Liver.hepatocyte
12003	Stat5b	chr11	100731422	100732854	Liver	Liver.hepatocyte
12004	Stau1	chr2	166776252	166777445	Liver	Liver.hepatocyte
12005	Stau1	chr2	166785824	166786895	Liver	Liver.hepatocyte
12006	Stau1	chr2	166818673	166818990	Liver	Liver.hepatocyte
12007	Stau1	chr2	166831681	166833443	Liver	Liver.hepatocyte
12008	Stbd1	chr5	93014468	93015535	Liver	Liver.hepatocyte
12009	Stbd1	chr5	93036465	93037171	Liver	Liver.hepatocyte
12010	Steap4	chr5	7954685	7955959	Liver	Liver.hepatocyte
12012	Stk11	chr10	79592325	79595493	Liver	Liver.hepatocyte
12014	Stk16	chr1	75209169	75209438	Liver	Liver.hepatocyte
12015	Stk16	chr1	75210871	75212043	Liver	Liver.hepatocyte
12016	Stk16	chr1	75212490	75212808	Liver	Liver.hepatocyte
12017	Stk16	chr1	75247882	75248577	Liver	Liver.hepatocyte
12018	Stk19	chr17	34945364	34946206	Liver	Liver.hepatocyte
12019	Stk19	chr17	34951707	34952731	Liver	Liver.hepatocyte
12020	Stk25	chr1	95538193	95539200	Liver	Liver.hepatocyte
12021	Stk25	chr1	95574599	95575637	Liver	Liver.hepatocyte
12022	Stk38	chr17	29097403	29099482	Liver	Liver.hepatocyte
12023	Stk38	chr17	29106568	29107670	Liver	Liver.hepatocyte
12024	Stk38	chr17	29181545	29183549	Liver	Liver.hepatocyte
12025	Stk38	chr17	29186872	29188110	Liver	Liver.hepatocyte
12026	Stk40	chr4	125767316	125768619	Liver	Liver.hepatocyte
12029	Stk40	chr4	125792567	125793683	Liver	Liver.hepatocyte
12030	Stmn1	chr4	134045566	134046383	Liver	Liver.hepatocyte
12031	Stmn1	chr4	134061937	134063158	Liver	Liver.hepatocyte
12032	Stom	chr2	35193612	35194607	Liver	Liver.hepatocyte
12033	Ston2	chr12	93016412	93018010	Liver	Liver.hepatocyte
12034	Strap	chr6	137686634	137687352	Liver	Liver.hepatocyte
12035	Strap	chr6	137707548	137708198	Liver	Liver.hepatocyte
12036	Strbp	chr2	37495540	37496601	Liver	Liver.hepatocyte
12037	Strbp	chr2	37504486	37505897	Liver	Liver.hepatocyte
12038	Strbp	chr2	37557354	37560226	Liver	Liver.hepatocyte
12039	Stt3b	chr9	115180724	115181566	Liver	Liver.hepatocyte
12040	Stt3b	chr9	115218056	115220711	Liver	Liver.hepatocyte
12041	Stub1	chr17	26011284	26013734	Liver	Liver.hepatocyte
12042	Stx18	chr5	38467200	38468097	Liver	Liver.hepatocyte
12043	Stxbp2	chr8	3608809	3610524	Liver	Liver.hepatocyte
12044	Stxbp4	chr11	90528453	90529403	Liver	Liver.hepatocyte
12045	Stxbp6	chr12	46171092	46171626	Liver	Liver.hepatocyte
12046	Suclg1	chr6	73181438	73183139	Liver	Liver.hepatocyte
12047	Suclg1	chr6	73229089	73231477	Liver	Liver.hepatocyte
12048	Suclg2	chr6	95602054	95603249	Liver	Liver.hepatocyte
12049	Suclg2	chr6	95651352	95652936	Liver	Liver.hepatocyte
12050	Suclg2	chr6	95660875	95661402	Liver	Liver.hepatocyte
12051	Suclg2	chr6	95666452	95667705	Liver	Liver.hepatocyte
12052	Sucnr1	chr3	59857355	59858618	Liver	Liver.hepatocyte
12053	Sucnr1	chr3	59895119	59895658	Liver	Liver.hepatocyte
12054	Sucnr1	chr3	59898130	59899261	Liver	Liver.hepatocyte
12055	Sucnr1	chr3	59901289	59901860	Liver	Liver.hepatocyte
12056	Sucnr1	chr3	59902459	59903059	Liver	Liver.hepatocyte
12057	Sucnr1	chr3	59907089	59909206	Liver	Liver.hepatocyte
12058	Suds3	chr5	117567292	117567498	Liver	Liver.hepatocyte
12059	Suds3	chr5	117571596	117571941	Liver	Liver.hepatocyte
12060	Suds3	chr5	117593174	117594898	Liver	Liver.hepatocyte
12061	Sugt1	chr14	79948725	79950334	Liver	Liver.hepatocyte
12062	Sugt1	chr14	80032584	80033422	Liver	Liver.hepatocyte
12063	Sult1a1	chr7	133822080	133822854	Liver	Liver.hepatocyte
12064	Sult1a1	chr7	133824569	133825116	Liver	Liver.hepatocyte
12065	Sult1a1	chr7	133832499	133833357	Liver	Liver.hepatocyte
12066	Sult1b1	chr5	87961161	87962045	Liver	Liver.hepatocyte
12067	Sult1d1	chr5	87961161	87962045	Liver	Liver.hepatocyte
12068	Sult1d1	chr5	88029980	88030737	Liver	Liver.hepatocyte
12069	Sult2a7	chr7	15103571	15104355	Liver	Liver.hepatocyte
12070	Sult2a7	chr7	15104566	15105489	Liver	Liver.hepatocyte
12071	Sult2a7	chr7	15107579	15108440	Liver	Liver.hepatocyte
12072	Sult2a7	chr7	15110317	15111086	Liver	Liver.hepatocyte
12073	Sult5a1	chr8	125705216	125706011	Liver	Liver.hepatocyte
12074	Sult5a1	chr8	125714401	125716211	Liver	Liver.hepatocyte
12075	Sumf1	chr6	108090653	108091765	Liver	Liver.hepatocyte
12076	Sumo3	chr10	77034833	77036279	Liver	Liver.hepatocyte
12077	Sumo3	chr10	77098631	77100054	Liver	Liver.hepatocyte
12078	Surf1	chr2	26777068	26778113	Liver	Liver.hepatocyte
12079	Surf1	chr2	26812439	26813589	Liver	Liver.hepatocyte
12080	Surf2	chr2	26777068	26778113	Liver	Liver.hepatocyte
12081	Surf2	chr2	26812439	26813589	Liver	Liver.hepatocyte
12082	Surf4	chr2	26777068	26778113	Liver	Liver.hepatocyte
12083	Surf4	chr2	26812439	26813589	Liver	Liver.hepatocyte
12084	Susd4	chr1	184688417	184689181	Liver	Liver.hepatocyte
12085	Susd4	chr1	184732709	184733466	Liver	Liver.hepatocyte
12088	Syce2	chr8	87369702	87372209	Liver	Liver.hepatocyte
12089	Syce2	chr8	87394995	87397184	Liver	Liver.hepatocyte
12090	Sycp3	chr10	87947194	87948296	Liver	Liver.hepatocyte
12097	Syncrip	chr9	88375796	88378387	Liver	Liver.hepatocyte
12098	Syne2	chr12	76940016	76941074	Liver	Liver.hepatocyte
12099	Syne2	chr12	76947139	76948127	Liver	Liver.hepatocyte
12100	Syne2	chr12	76952970	76955313	Liver	Liver.hepatocyte
12110	Syt3	chr7	51615212	51616694	Liver	Liver.hepatocyte
12111	Szt2	chr4	118073609	118074596	Liver	Liver.hepatocyte
12112	Tacc2	chr7	137717666	137718813	Liver	Liver.hepatocyte
12113	Tacc2	chr7	137739719	137740366	Liver	Liver.hepatocyte
12114	Taco1	chr11	105907481	105908570	Liver	Liver.hepatocyte
12115	Tada1	chr1	168289963	168290959	Liver	Liver.hepatocyte
12116	Tada2a	chr11	83958708	83960205	Liver	Liver.hepatocyte
12117	Tada2a	chr11	83977672	83978468	Liver	Liver.hepatocyte
12118	Tada2a	chr11	83982084	83982962	Liver	Liver.hepatocyte
12119	Taf12	chr4	131790278	131791235	Liver	Liver.hepatocyte
12120	Taf12	chr4	131816266	131818477	Liver	Liver.hepatocyte
12121	Taf13	chr3	108335930	108336932	Liver	Liver.hepatocyte
12122	Taf5l	chr8	126497085	126497959	Liver	Liver.hepatocyte
12123	Taf5l	chr8	126499804	126500589	Liver	Liver.hepatocyte
12124	Taf9	chr13	101372108	101373911	Liver	Liver.hepatocyte
12125	Taok3	chr5	117567292	117567498	Liver	Liver.hepatocyte
12126	Taok3	chr5	117571596	117571941	Liver	Liver.hepatocyte
12127	Taok3	chr5	117593174	117594898	Liver	Liver.hepatocyte
12128	Taok3	chr5	117616670	117617454	Liver	Liver.hepatocyte
12129	Tapt1	chr5	44615519	44618943	Liver	Liver.hepatocyte
12130	Tapt1	chr5	44630195	44631874	Liver	Liver.hepatocyte
12131	Tardbp	chr4	147964612	147966682	Liver	Liver.hepatocyte
12132	Tardbp	chr4	147977858	147979304	Liver	Liver.hepatocyte
12133	Tardbp	chr4	147994524	147995565	Liver	Liver.hepatocyte
12134	Tars	chr15	11312238	11313049	Liver	Liver.hepatocyte
12135	Tars	chr15	11324092	11324759	Liver	Liver.hepatocyte
12136	Tat	chr8	112494126	112495139	Liver	Liver.hepatocyte
12146	Tatdn1	chr15	58719385	58722332	Liver	Liver.hepatocyte
12147	Tatdn1	chr15	58724867	58725293	Liver	Liver.hepatocyte
12148	Tatdn1	chr15	58732052	58732518	Liver	Liver.hepatocyte
12149	Tatdn1	chr15	58734337	58736566	Liver	Liver.hepatocyte
12150	Tbc1d13	chr2	29999755	30000480	Liver	Liver.hepatocyte
12152	Tbc1d15	chr10	114699878	114700827	Liver	Liver.hepatocyte
12153	Tbc1d15	chr10	114725393	114726442	Liver	Liver.hepatocyte
12154	Tbc1d15	chr10	114733268	114733988	Liver	Liver.hepatocyte
12155	Tbc1d15	chr10	114735762	114736615	Liver	Liver.hepatocyte
12156	Tbc1d16	chr11	119045034	119045984	Liver	Liver.hepatocyte
12157	Tbc1d16	chr11	119076323	119077903	Liver	Liver.hepatocyte
12158	Tbc1d16	chr11	119080848	119081986	Liver	Liver.hepatocyte
12159	Tbc1d17	chr7	52074096	52074634	Liver	Liver.hepatocyte
12160	Tbc1d17	chr7	52075054	52075819	Liver	Liver.hepatocyte
12162	Tbc1d25	chrX	7755843	7756572	Liver	Liver.hepatocyte
12163	Tbc1d8	chr1	39490684	39492059	Liver	Liver.hepatocyte
12164	Tbc1d8	chr1	39514781	39515815	Liver	Liver.hepatocyte
12165	Tbc1d8b	chrX	136174441	136175555	Liver	Liver.hepatocyte
12166	Tbcb	chr7	31019133	31019733	Liver	Liver.hepatocyte
12168	Tbcc	chr17	47009030	47010783	Liver	Liver.hepatocyte
12169	Tbcc	chr17	47013337	47014055	Liver	Liver.hepatocyte
12170	Tbccd1	chr16	22844166	22846141	Liver	Liver.hepatocyte
12176	Tbcd	chr11	121300928	121301598	Liver	Liver.hepatocyte
12177	Tbce	chr13	14086575	14087747	Liver	Liver.hepatocyte
12178	Tbcel	chr9	42313095	42314090	Liver	Liver.hepatocyte
12179	Tbcel	chr9	42315141	42315927	Liver	Liver.hepatocyte
12180	Tbcel	chr9	42320104	42321090	Liver	Liver.hepatocyte
12181	Tbk1	chr10	121052286	121053378	Liver	Liver.hepatocyte
12182	Tbl1x	chrX	74718529	74720264	Liver	Liver.hepatocyte
12183	Tbl1xr1	chr3	21973654	21974338	Liver	Liver.hepatocyte
12184	Tbl1xr1	chr3	21974384	21976825	Liver	Liver.hepatocyte
12185	Tbl1xr1	chr3	21988754	21991136	Liver	Liver.hepatocyte
12189	Tbl2	chr5	135594143	135595136	Liver	Liver.hepatocyte
12190	Tbl3	chr17	24808931	24809512	Liver	Liver.hepatocyte
12191	Tbp	chr17	15593171	15594243	Liver	Liver.hepatocyte
12192	Tcea1	chr1	4799790	4800933	Liver	Liver.hepatocyte
12193	Tcea3	chr4	135769264	135769900	Liver	Liver.hepatocyte
12194	Tcea3	chr4	135772964	135773435	Liver	Liver.hepatocyte
12195	Tcea3	chr4	135802171	135805420	Liver	Liver.hepatocyte
12196	Tcea3	chr4	135805491	135806246	Liver	Liver.hepatocyte
12197	Tcea3	chr4	135815988	135817522	Liver	Liver.hepatocyte
12198	Tcirg1	chr19	3945737	3947394	Liver	Liver.hepatocyte
12199	Tcp1	chr17	13123394	13124193	Liver	Liver.hepatocyte
12200	Tcp1	chr17	13130166	13130930	Liver	Liver.hepatocyte
12201	Tcp11l1	chr2	104503290	104505123	Liver	Liver.hepatocyte
12202	Tcp11l1	chr2	104524944	104526127	Liver	Liver.hepatocyte
12203	Tcp11l1	chr2	104528330	104529645	Liver	Liver.hepatocyte
12207	Tdo2	chr3	81776036	81776472	Liver	Liver.hepatocyte
12208	Tdo2	chr3	81791539	81791859	Liver	Liver.hepatocyte
12209	Tdo2	chr3	81792018	81792257	Liver	Liver.hepatocyte
12210	Tdo2	chr3	81793400	81794147	Liver	Liver.hepatocyte
12211	Tdo2	chr3	81794326	81794914	Liver	Liver.hepatocyte
12212	Tdo2	chr3	81825991	81827591	Liver	Liver.hepatocyte
12213	Tdp2	chr13	24917296	24918369	Liver	Liver.hepatocyte
12214	Tdp2	chr13	24971272	24973110	Liver	Liver.hepatocyte
12215	Tdrd7	chr4	45979425	45980166	Liver	Liver.hepatocyte
12216	Tdrd7	chr4	45980461	45980977	Liver	Liver.hepatocyte
12217	Tdrd7	chr4	45981756	45982308	Liver	Liver.hepatocyte
12218	Tdrkh	chr3	94170483	94171870	Liver	Liver.hepatocyte
12219	Tdrkh	chr3	94237560	94239122	Liver	Liver.hepatocyte
12221	Tec	chr5	73246623	73247467	Liver	Liver.hepatocyte
12222	Tecpr2	chr12	112109323	112110179	Liver	Liver.hepatocyte
12223	Tecr	chr8	86104378	86105098	Liver	Liver.hepatocyte
12224	Tecr	chr8	86106095	86106547	Liver	Liver.hepatocyte
12225	Tecr	chr8	86111367	86111915	Liver	Liver.hepatocyte
12234	Tep1	chr14	51515146	51517541	Liver	Liver.hepatocyte
12235	Terf1	chr1	15806856	15807960	Liver	Liver.hepatocyte
12236	Terf1	chr1	15823182	15824051	Liver	Liver.hepatocyte
12240	Tfam	chr10	70659770	70660782	Liver	Liver.hepatocyte
12241	Tfam	chr10	70696819	70697266	Liver	Liver.hepatocyte
12243	Tfb2m	chr1	181516389	181519110	Liver	Liver.hepatocyte
12244	Tfcp2l1	chr1	120491513	120492772	Liver	Liver.hepatocyte
12245	Tfcp2l1	chr1	120509688	120511119	Liver	Liver.hepatocyte
12246	Tfdp1	chr8	13337374	13339887	Liver	Liver.hepatocyte
12247	Tfdp1	chr8	13352503	13354482	Liver	Liver.hepatocyte
12248	Tfg	chr16	56722251	56723167	Liver	Liver.hepatocyte
12251	Tfpt	chr7	3546244	3547356	Liver	Liver.hepatocyte
12252	Tfr2	chr5	138020912	138021931	Liver	Liver.hepatocyte
12253	Tfrc	chr16	32569847	32570868	Liver	Liver.hepatocyte
12254	Tgds	chr14	118487758	118489774	Liver	Liver.hepatocyte
12255	Tgds	chr14	118525554	118526213	Liver	Liver.hepatocyte
12256	Tgds	chr14	118547763	118548477	Liver	Liver.hepatocyte
12257	Tgfa	chr6	86126029	86128170	Liver	Liver.hepatocyte
12258	Tgfa	chr6	86132553	86133410	Liver	Liver.hepatocyte
12259	Tgfa	chr6	86136093	86136826	Liver	Liver.hepatocyte
12260	Tgfa	chr6	86138559	86139692	Liver	Liver.hepatocyte
12261	Tgfbr1	chr4	47364277	47367118	Liver	Liver.hepatocyte
12262	Tgif1	chr17	71172275	71173476	Liver	Liver.hepatocyte
12264	Tgif1	chr17	71221850	71223541	Liver	Liver.hepatocyte
12265	Tgm1	chr14	56343145	56343974	Liver	Liver.hepatocyte
12266	Thap1	chr8	27279087	27280166	Liver	Liver.hepatocyte
12267	Thap2	chr10	114773445	114774878	Liver	Liver.hepatocyte
12268	Thap2	chr10	114791632	114792656	Liver	Liver.hepatocyte
12269	Thap2	chr10	114795227	114795878	Liver	Liver.hepatocyte
12270	Thap2	chr10	114795954	114796551	Liver	Liver.hepatocyte
12271	Thap3	chr4	151381636	151385233	Liver	Liver.hepatocyte
12272	Thap3	chr4	151400114	151402781	Liver	Liver.hepatocyte
12273	Thap4	chr1	95589343	95590960	Liver	Liver.hepatocyte
12274	Them4	chr3	94141720	94143061	Liver	Liver.hepatocyte
12275	Them4	chr3	94160114	94161867	Liver	Liver.hepatocyte
12276	Them4	chr3	94162011	94162550	Liver	Liver.hepatocyte
12277	Thnsl1	chr2	21166568	21167801	Liver	Liver.hepatocyte
12278	Thnsl2	chr6	71085013	71085614	Liver	Liver.hepatocyte
12279	Thnsl2	chr6	71099411	71100076	Liver	Liver.hepatocyte
12287	Thoc3	chr13	54526229	54527217	Liver	Liver.hepatocyte
12288	Thoc3	chr13	54531264	54532146	Liver	Liver.hepatocyte
12289	Thoc3	chr13	54541031	54542032	Liver	Liver.hepatocyte
12290	Thoc5	chr11	4782583	4784103	Liver	Liver.hepatocyte
12291	Thoc5	chr11	4805218	4806680	Liver	Liver.hepatocyte
12292	Thpo	chr16	20724147	20724923	Liver	Liver.hepatocyte
12293	Thrb	chr14	18530077	18531487	Liver	Liver.hepatocyte
12296	Thtpa	chr14	55697159	55699272	Liver	Liver.hepatocyte
12297	Thumpd1	chr7	126889251	126889990	Liver	Liver.hepatocyte
12298	Thumpd1	chr7	126892158	126893085	Liver	Liver.hepatocyte
12299	Tiam2	chr17	3284946	3286130	Liver	Liver.hepatocyte
12300	Tiam2	chr17	3463351	3464778	Liver	Liver.hepatocyte
12301	Tiam2	chr17	3487189	3488714	Liver	Liver.hepatocyte
12302	Ticam1	chr17	56428582	56431207	Liver	Liver.hepatocyte
12303	Timm10	chr2	84636249	84636611	Liver	Liver.hepatocyte
12304	Timm10	chr2	84640299	84640835	Liver	Liver.hepatocyte
12305	Timm10	chr2	84641430	84642079	Liver	Liver.hepatocyte
12306	Timm10	chr2	84650669	84652781	Liver	Liver.hepatocyte
12307	Timm10	chr2	84671662	84672750	Liver	Liver.hepatocyte
12308	Timm10	chr2	84690195	84692194	Liver	Liver.hepatocyte
12309	Timm13	chr10	80333331	80334286	Liver	Liver.hepatocyte
12310	Timm17a	chr1	137177317	137177858	Liver	Liver.hepatocyte
12311	Timm23	chr14	32965582	32966751	Liver	Liver.hepatocyte
12312	Timm44	chr8	4312967	4315414	Liver	Liver.hepatocyte
12313	Timm44	chr8	4318814	4320307	Liver	Liver.hepatocyte
12314	Timm8b	chr9	50401551	50403725	Liver	Liver.hepatocyte
12315	Timm8b	chr9	50410184	50410893	Liver	Liver.hepatocyte
12316	Tinf2	chr14	56343145	56343974	Liver	Liver.hepatocyte
12317	Tiprl	chr1	167159483	167160523	Liver	Liver.hepatocyte
12318	Tirap	chr9	34970345	34971361	Liver	Liver.hepatocyte
12319	Tirap	chr9	34973786	34975264	Liver	Liver.hepatocyte
12320	Tjp3	chr10	80752071	80752908	Liver	Liver.hepatocyte
12325	Tk1	chr11	117706329	117707346	Liver	Liver.hepatocyte
12326	Tk1	chr11	117707522	117708548	Liver	Liver.hepatocyte
12327	Tlcd1	chr11	78015732	78017176	Liver	Liver.hepatocyte
12331	Tlcd2	chr11	75307859	75308571	Liver	Liver.hepatocyte
12332	Tlcd2	chr11	75309876	75310429	Liver	Liver.hepatocyte
12333	Tle2	chr10	81033447	81035219	Liver	Liver.hepatocyte
12334	Tlk1	chr2	70669853	70670902	Liver	Liver.hepatocyte
12335	Tlk1	chr2	70679620	70680754	Liver	Liver.hepatocyte
12336	Tlr5	chr1	184887155	184887943	Liver	Liver.hepatocyte
12337	Tlr5	chr1	184887995	184888679	Liver	Liver.hepatocyte
12338	Tlr5	chr1	184889507	184890779	Liver	Liver.hepatocyte
12339	Tm2d2	chr8	26109633	26110833	Liver	Liver.hepatocyte
12340	Tm4sf4	chr3	57190110	57191929	Liver	Liver.hepatocyte
12341	Tm4sf4	chr3	57224143	57224709	Liver	Liver.hepatocyte
12342	Tm7sf3	chr6	146579377	146579883	Liver	Liver.hepatocyte
12343	Tm7sf3	chr6	146589475	146592100	Liver	Liver.hepatocyte
12344	Tmc7	chr7	125687500	125688769	Liver	Liver.hepatocyte
12346	Tmcc1	chr6	116035953	116036477	Liver	Liver.hepatocyte
12347	Tmcc1	chr6	116130413	116131537	Liver	Liver.hepatocyte
12348	Tmcc1	chr6	116184630	116185759	Liver	Liver.hepatocyte
12349	Tmed4	chr11	6176134	6176855	Liver	Liver.hepatocyte
12358	Tmem101	chr11	102003760	102004663	Liver	Liver.hepatocyte
12359	Tmem106b	chr6	13001755	13003352	Liver	Liver.hepatocyte
12360	Tmem107	chr11	68850312	68851516	Liver	Liver.hepatocyte
12361	Tmem107	chr11	68853354	68855466	Liver	Liver.hepatocyte
12362	Tmem107	chr11	68875757	68876861	Liver	Liver.hepatocyte
12363	Tmem107	chr11	68893551	68894446	Liver	Liver.hepatocyte
12365	Tmem107	chr11	68923696	68925913	Liver	Liver.hepatocyte
12366	Tmem107	chr11	68928133	68928702	Liver	Liver.hepatocyte
12367	Tmem107	chr11	68931085	68932677	Liver	Liver.hepatocyte
12373	Tmem120a	chr5	136202175	136203561	Liver	Liver.hepatocyte
12374	Tmem120a	chr5	136258589	136259239	Liver	Liver.hepatocyte
12375	Tmem125	chr4	118172570	118173781	Liver	Liver.hepatocyte
12376	Tmem128	chr5	38698573	38699591	Liver	Liver.hepatocyte
12377	Tmem129	chr5	34047525	34049681	Liver	Liver.hepatocyte
12378	Tmem135	chr7	96538938	96541269	Liver	Liver.hepatocyte
12379	Tmem135	chr7	96550331	96550864	Liver	Liver.hepatocyte
12380	Tmem135	chr7	96551410	96554020	Liver	Liver.hepatocyte
12381	Tmem135	chr7	96571663	96572077	Liver	Liver.hepatocyte
12382	Tmem138	chr19	10666157	10667029	Liver	Liver.hepatocyte
12383	Tmem144	chr3	79653440	79654493	Liver	Liver.hepatocyte
12384	Tmem147	chr7	31471626	31473813	Liver	Liver.hepatocyte
12385	Tmem147	chr7	31504426	31505184	Liver	Liver.hepatocyte
12386	Tmem14a	chr1	21218839	21219773	Liver	Liver.hepatocyte
12387	Tmem14a	chr1	21221762	21223189	Liver	Liver.hepatocyte
12388	Tmem14a	chr1	21236202	21236613	Liver	Liver.hepatocyte
12389	Tmem14c	chr13	41074015	41075257	Liver	Liver.hepatocyte
12390	Tmem14c	chr13	41101440	41102041	Liver	Liver.hepatocyte
12391	Tmem150a	chr6	72298451	72298751	Liver	Liver.hepatocyte
12392	Tmem150a	chr6	72302483	72303376	Liver	Liver.hepatocyte
12393	Tmem150a	chr6	72322602	72323907	Liver	Liver.hepatocyte
12394	Tmem150a	chr6	72339402	72341680	Liver	Liver.hepatocyte
12397	Tmem161a	chr8	72652302	72654131	Liver	Liver.hepatocyte
12403	Tmem167b	chr3	108335930	108336932	Liver	Liver.hepatocyte
12404	Tmem168	chr6	13603762	13604806	Liver	Liver.hepatocyte
12407	Tmem176a	chr6	48774305	48775568	Liver	Liver.hepatocyte
12408	Tmem176b	chr6	48774305	48775568	Liver	Liver.hepatocyte
12409	Tmem183a	chr1	136254038	136254495	Liver	Liver.hepatocyte
12410	Tmem184a	chr5	140297121	140298966	Liver	Liver.hepatocyte
12411	Tmem185b	chr1	121447885	121448824	Liver	Liver.hepatocyte
12412	Tmem185b	chr1	121454002	121455286	Liver	Liver.hepatocyte
12413	Tmem185b	chr1	121461996	121463083	Liver	Liver.hepatocyte
12414	Tmem186	chr16	8597397	8598147	Liver	Liver.hepatocyte
12415	Tmem186	chr16	8658320	8659858	Liver	Liver.hepatocyte
12416	Tmem19	chr10	114751133	114753684	Liver	Liver.hepatocyte
12417	Tmem19	chr10	114773445	114774878	Liver	Liver.hepatocyte
12418	Tmem19	chr10	114791632	114792656	Liver	Liver.hepatocyte
12419	Tmem19	chr10	114795227	114795878	Liver	Liver.hepatocyte
12420	Tmem19	chr10	114795954	114796551	Liver	Liver.hepatocyte
12423	Tmem205	chr9	21728298	21729042	Liver	Liver.hepatocyte
12424	Tmem214	chr5	31135168	31136528	Liver	Liver.hepatocyte
12425	Tmem216	chr19	10666157	10667029	Liver	Liver.hepatocyte
12426	Tmem219	chr7	134064895	134066811	Liver	Liver.hepatocyte
12427	Tmem220	chr11	66797306	66799387	Liver	Liver.hepatocyte
12428	Tmem220	chr11	66848310	66849355	Liver	Liver.hepatocyte
12429	Tmem220	chr11	66849481	66850131	Liver	Liver.hepatocyte
12430	Tmem220	chr11	66858193	66858891	Liver	Liver.hepatocyte
12431	Tmem222	chr4	132870637	132871584	Liver	Liver.hepatocyte
12432	Tmem30b	chr12	74638570	74639474	Liver	Liver.hepatocyte
12433	Tmem37	chr1	121929392	121930425	Liver	Liver.hepatocyte
12434	Tmem37	chr1	121933606	121934437	Liver	Liver.hepatocyte
12435	Tmem37	chr1	121960449	121961236	Liver	Liver.hepatocyte
12436	Tmem37	chr1	121962382	121963268	Liver	Liver.hepatocyte
12437	Tmem37	chr1	121969243	121972018	Liver	Liver.hepatocyte
12438	Tmem37	chr1	121994909	121997600	Liver	Liver.hepatocyte
12439	Tmem37	chr1	122011913	122013266	Liver	Liver.hepatocyte
12440	Tmem38b	chr4	53843381	53843841	Liver	Liver.hepatocyte
12441	Tmem53	chr4	116903607	116904455	Liver	Liver.hepatocyte
12442	Tmem56	chr3	120958350	120959364	Liver	Liver.hepatocyte
12443	Tmem56	chr3	120979478	120981225	Liver	Liver.hepatocyte
12444	Tmem56	chr3	120981908	120982362	Liver	Liver.hepatocyte
12445	Tmem56	chr3	120988000	120989080	Liver	Liver.hepatocyte
12448	Tmem8	chr17	26204885	26207351	Liver	Liver.hepatocyte
12449	Tmem8	chr17	26223965	26224528	Liver	Liver.hepatocyte
12450	Tmem80	chr7	148517882	148518333	Liver	Liver.hepatocyte
12451	Tmem80	chr7	148529599	148530563	Liver	Liver.hepatocyte
12453	Tmem82	chr4	141218833	141221038	Liver	Liver.hepatocyte
12454	Tmem9	chr1	137897777	137898719	Liver	Liver.hepatocyte
12456	Tmigd1	chr11	76721906	76722775	Liver	Liver.hepatocyte
12458	Tmub1	chr5	23988121	23989582	Liver	Liver.hepatocyte
12459	Tmub2	chr11	102101670	102102366	Liver	Liver.hepatocyte
